d2.5_l10,,d3_l10,,d3.5_l10,,d4_l10,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB)
13076.66016,89.907,13076.66016,85.79,13076.66016,88.214,13076.66016,83.924
13077.02637,89.908,13077.02637,85.797,13077.02637,88.217,13077.02637,83.929
13077.39258,89.909,13077.39258,85.803,13077.39258,88.22,13077.39258,83.934
13077.75879,89.91,13077.75879,85.809,13077.75879,88.223,13077.75879,83.939
13078.125,89.911,13078.125,85.815,13078.125,88.225,13078.125,83.943
13078.49121,89.913,13078.49121,85.821,13078.49121,88.228,13078.49121,83.948
13078.85742,89.914,13078.85742,85.827,13078.85742,88.231,13078.85742,83.953
13079.22363,89.915,13079.22363,85.833,13079.22363,88.234,13079.22363,83.958
13079.58984,89.916,13079.58984,85.84,13079.58984,88.236,13079.58984,83.963
13079.95606,89.917,13079.95606,85.846,13079.95606,88.239,13079.95606,83.968
13080.32227,89.918,13080.32227,85.852,13080.32227,88.242,13080.32227,83.973
13080.68848,89.919,13080.68848,85.858,13080.68848,88.245,13080.68848,83.978
13081.05469,89.92,13081.05469,85.864,13081.05469,88.247,13081.05469,83.983
13081.4209,89.921,13081.4209,85.87,13081.4209,88.25,13081.4209,83.988
13081.78711,89.922,13081.78711,85.876,13081.78711,88.253,13081.78711,83.993
13082.15332,89.923,13082.15332,85.883,13082.15332,88.256,13082.15332,83.997
13082.51953,89.924,13082.51953,85.889,13082.51953,88.258,13082.51953,84.002
13082.88574,89.925,13082.88574,85.895,13082.88574,88.261,13082.88574,84.007
13083.25195,89.926,13083.25195,85.901,13083.25195,88.264,13083.25195,84.012
13083.61816,89.927,13083.61816,85.907,13083.61816,88.266,13083.61816,84.017
13083.98438,89.928,13083.98438,85.913,13083.98438,88.269,13083.98438,84.022
13084.35059,89.929,13084.35059,85.919,13084.35059,88.272,13084.35059,84.027
13084.7168,89.93,13084.7168,85.926,13084.7168,88.274,13084.7168,84.032
13085.08301,89.931,13085.08301,85.932,13085.08301,88.277,13085.08301,84.037
13085.44922,89.932,13085.44922,85.938,13085.44922,88.28,13085.44922,84.042
13085.81543,89.933,13085.81543,85.944,13085.81543,88.282,13085.81543,84.046
13086.18164,89.934,13086.18164,85.95,13086.18164,88.285,13086.18164,84.051
13086.54785,89.934,13086.54785,85.956,13086.54785,88.288,13086.54785,84.056
13086.91406,89.935,13086.91406,85.962,13086.91406,88.29,13086.91406,84.061
13087.28027,89.936,13087.28027,85.969,13087.28027,88.293,13087.28027,84.066
13087.64648,89.937,13087.64648,85.975,13087.64648,88.295,13087.64648,84.071
13088.0127,89.938,13088.0127,85.981,13088.0127,88.298,13088.0127,84.076
13088.37891,89.939,13088.37891,85.987,13088.37891,88.301,13088.37891,84.081
13088.74512,89.94,13088.74512,85.993,13088.74512,88.303,13088.74512,84.085
13089.11133,89.941,13089.11133,85.999,13089.11133,88.306,13089.11133,84.09
13089.47754,89.941,13089.47754,86.005,13089.47754,88.308,13089.47754,84.095
13089.84375,89.942,13089.84375,86.012,13089.84375,88.311,13089.84375,84.1
13090.20996,89.943,13090.20996,86.018,13090.20996,88.313,13090.20996,84.105
13090.57617,89.944,13090.57617,86.024,13090.57617,88.316,13090.57617,84.11
13090.94238,89.945,13090.94238,86.03,13090.94238,88.318,13090.94238,84.115
13091.30859,89.946,13091.30859,86.036,13091.30859,88.321,13091.30859,84.12
13091.67481,89.946,13091.67481,86.042,13091.67481,88.324,13091.67481,84.124
13092.04102,89.947,13092.04102,86.048,13092.04102,88.326,13092.04102,84.129
13092.40723,89.948,13092.40723,86.054,13092.40723,88.329,13092.40723,84.134
13092.77344,89.949,13092.77344,86.061,13092.77344,88.331,13092.77344,84.139
13093.13965,89.95,13093.13965,86.067,13093.13965,88.334,13093.13965,84.144
13093.50586,89.95,13093.50586,86.073,13093.50586,88.336,13093.50586,84.149
13093.87207,89.951,13093.87207,86.079,13093.87207,88.339,13093.87207,84.154
13094.23828,89.952,13094.23828,86.085,13094.23828,88.341,13094.23828,84.158
13094.60449,89.953,13094.60449,86.091,13094.60449,88.343,13094.60449,84.163
13094.9707,89.953,13094.9707,86.097,13094.9707,88.346,13094.9707,84.168
13095.33691,89.954,13095.33691,86.104,13095.33691,88.348,13095.33691,84.173
13095.70313,89.955,13095.70313,86.11,13095.70313,88.351,13095.70313,84.178
13096.06934,89.956,13096.06934,86.116,13096.06934,88.353,13096.06934,84.183
13096.43555,89.956,13096.43555,86.122,13096.43555,88.356,13096.43555,84.187
13096.80176,89.957,13096.80176,86.128,13096.80176,88.358,13096.80176,84.192
13097.16797,89.958,13097.16797,86.134,13097.16797,88.36,13097.16797,84.197
13097.53418,89.958,13097.53418,86.14,13097.53418,88.363,13097.53418,84.202
13097.90039,89.959,13097.90039,86.146,13097.90039,88.365,13097.90039,84.207
13098.2666,89.96,13098.2666,86.152,13098.2666,88.368,13098.2666,84.212
13098.63281,89.96,13098.63281,86.159,13098.63281,88.37,13098.63281,84.216
13098.99902,89.961,13098.99902,86.165,13098.99902,88.372,13098.99902,84.221
13099.36523,89.962,13099.36523,86.171,13099.36523,88.375,13099.36523,84.226
13099.73145,89.962,13099.73145,86.177,13099.73145,88.377,13099.73145,84.231
13100.09766,89.963,13100.09766,86.183,13100.09766,88.379,13100.09766,84.236
13100.46387,89.964,13100.46387,86.189,13100.46387,88.382,13100.46387,84.24
13100.83008,89.964,13100.83008,86.195,13100.83008,88.384,13100.83008,84.245
13101.19629,89.965,13101.19629,86.201,13101.19629,88.386,13101.19629,84.25
13101.5625,89.966,13101.5625,86.208,13101.5625,88.389,13101.5625,84.255
13101.92871,89.966,13101.92871,86.214,13101.92871,88.391,13101.92871,84.26
13102.29492,89.967,13102.29492,86.22,13102.29492,88.393,13102.29492,84.264
13102.66113,89.967,13102.66113,86.226,13102.66113,88.396,13102.66113,84.269
13103.02734,89.968,13103.02734,86.232,13103.02734,88.398,13103.02734,84.274
13103.39356,89.968,13103.39356,86.238,13103.39356,88.4,13103.39356,84.279
13103.75977,89.969,13103.75977,86.244,13103.75977,88.402,13103.75977,84.284
13104.12598,89.97,13104.12598,86.25,13104.12598,88.405,13104.12598,84.288
13104.49219,89.97,13104.49219,86.256,13104.49219,88.407,13104.49219,84.293
13104.8584,89.971,13104.8584,86.263,13104.8584,88.409,13104.8584,84.298
13105.22461,89.971,13105.22461,86.269,13105.22461,88.411,13105.22461,84.303
13105.59082,89.972,13105.59082,86.275,13105.59082,88.414,13105.59082,84.308
13105.95703,89.972,13105.95703,86.281,13105.95703,88.416,13105.95703,84.312
13106.32324,89.973,13106.32324,86.287,13106.32324,88.418,13106.32324,84.317
13106.68945,89.973,13106.68945,86.293,13106.68945,88.42,13106.68945,84.322
13107.05566,89.974,13107.05566,86.299,13107.05566,88.423,13107.05566,84.327
13107.42188,89.974,13107.42188,86.305,13107.42188,88.425,13107.42188,84.331
13107.78809,89.975,13107.78809,86.311,13107.78809,88.427,13107.78809,84.336
13108.1543,89.975,13108.1543,86.317,13108.1543,88.429,13108.1543,84.341
13108.52051,89.976,13108.52051,86.324,13108.52051,88.431,13108.52051,84.346
13108.88672,89.976,13108.88672,86.33,13108.88672,88.433,13108.88672,84.351
13109.25293,89.977,13109.25293,86.336,13109.25293,88.436,13109.25293,84.355
13109.61914,89.977,13109.61914,86.342,13109.61914,88.438,13109.61914,84.36
13109.98535,89.977,13109.98535,86.348,13109.98535,88.44,13109.98535,84.365
13110.35156,89.978,13110.35156,86.354,13110.35156,88.442,13110.35156,84.37
13110.71777,89.978,13110.71777,86.36,13110.71777,88.444,13110.71777,84.374
13111.08398,89.979,13111.08398,86.366,13111.08398,88.446,13111.08398,84.379
13111.4502,89.979,13111.4502,86.372,13111.4502,88.448,13111.4502,84.384
13111.81641,89.98,13111.81641,86.378,13111.81641,88.45,13111.81641,84.389
13112.18262,89.98,13112.18262,86.384,13112.18262,88.452,13112.18262,84.393
13112.54883,89.98,13112.54883,86.39,13112.54883,88.455,13112.54883,84.398
13112.91504,89.981,13112.91504,86.397,13112.91504,88.457,13112.91504,84.403
13113.28125,89.981,13113.28125,86.403,13113.28125,88.459,13113.28125,84.408
13113.64746,89.981,13113.64746,86.409,13113.64746,88.461,13113.64746,84.412
13114.01367,89.982,13114.01367,86.415,13114.01367,88.463,13114.01367,84.417
13114.37988,89.982,13114.37988,86.421,13114.37988,88.465,13114.37988,84.422
13114.74609,89.982,13114.74609,86.427,13114.74609,88.467,13114.74609,84.426
13115.11231,89.983,13115.11231,86.433,13115.11231,88.469,13115.11231,84.431
13115.47852,89.983,13115.47852,86.439,13115.47852,88.471,13115.47852,84.436
13115.84473,89.983,13115.84473,86.445,13115.84473,88.473,13115.84473,84.441
13116.21094,89.984,13116.21094,86.451,13116.21094,88.475,13116.21094,84.445
13116.57715,89.984,13116.57715,86.457,13116.57715,88.477,13116.57715,84.45
13116.94336,89.984,13116.94336,86.463,13116.94336,88.479,13116.94336,84.455
13117.30957,89.985,13117.30957,86.469,13117.30957,88.481,13117.30957,84.459
13117.67578,89.985,13117.67578,86.475,13117.67578,88.483,13117.67578,84.464
13118.04199,89.985,13118.04199,86.482,13118.04199,88.485,13118.04199,84.469
13118.4082,89.985,13118.4082,86.488,13118.4082,88.487,13118.4082,84.474
13118.77441,89.986,13118.77441,86.494,13118.77441,88.489,13118.77441,84.478
13119.14063,89.986,13119.14063,86.5,13119.14063,88.491,13119.14063,84.483
13119.50684,89.986,13119.50684,86.506,13119.50684,88.493,13119.50684,84.488
13119.87305,89.986,13119.87305,86.512,13119.87305,88.495,13119.87305,84.492
13120.23926,89.987,13120.23926,86.518,13120.23926,88.496,13120.23926,84.497
13120.60547,89.987,13120.60547,86.524,13120.60547,88.498,13120.60547,84.502
13120.97168,89.987,13120.97168,86.53,13120.97168,88.5,13120.97168,84.506
13121.33789,89.987,13121.33789,86.536,13121.33789,88.502,13121.33789,84.511
13121.7041,89.987,13121.7041,86.542,13121.7041,88.504,13121.7041,84.516
13122.07031,89.988,13122.07031,86.548,13122.07031,88.506,13122.07031,84.52
13122.43652,89.988,13122.43652,86.554,13122.43652,88.508,13122.43652,84.525
13122.80273,89.988,13122.80273,86.56,13122.80273,88.51,13122.80273,84.53
13123.16895,89.988,13123.16895,86.566,13123.16895,88.512,13123.16895,84.534
13123.53516,89.988,13123.53516,86.572,13123.53516,88.513,13123.53516,84.539
13123.90137,89.988,13123.90137,86.578,13123.90137,88.515,13123.90137,84.544
13124.26758,89.989,13124.26758,86.584,13124.26758,88.517,13124.26758,84.548
13124.63379,89.989,13124.63379,86.59,13124.63379,88.519,13124.63379,84.553
13125,89.989,13125,86.596,13125,88.521,13125,84.558
13125.36621,89.989,13125.36621,86.602,13125.36621,88.522,13125.36621,84.562
13125.73242,89.989,13125.73242,86.608,13125.73242,88.524,13125.73242,84.567
13126.09863,89.989,13126.09863,86.614,13126.09863,88.526,13126.09863,84.572
13126.46484,89.989,13126.46484,86.62,13126.46484,88.528,13126.46484,84.576
13126.83106,89.989,13126.83106,86.627,13126.83106,88.53,13126.83106,84.581
13127.19727,89.989,13127.19727,86.633,13127.19727,88.531,13127.19727,84.586
13127.56348,89.989,13127.56348,86.639,13127.56348,88.533,13127.56348,84.59
13127.92969,89.99,13127.92969,86.645,13127.92969,88.535,13127.92969,84.595
13128.2959,89.99,13128.2959,86.651,13128.2959,88.537,13128.2959,84.6
13128.66211,89.99,13128.66211,86.657,13128.66211,88.538,13128.66211,84.604
13129.02832,89.99,13129.02832,86.663,13129.02832,88.54,13129.02832,84.609
13129.39453,89.99,13129.39453,86.669,13129.39453,88.542,13129.39453,84.613
13129.76074,89.99,13129.76074,86.675,13129.76074,88.543,13129.76074,84.618
13130.12695,89.99,13130.12695,86.681,13130.12695,88.545,13130.12695,84.623
13130.49316,89.99,13130.49316,86.687,13130.49316,88.547,13130.49316,84.627
13130.85938,89.99,13130.85938,86.693,13130.85938,88.549,13130.85938,84.632
13131.22559,89.99,13131.22559,86.699,13131.22559,88.55,13131.22559,84.637
13131.5918,89.99,13131.5918,86.705,13131.5918,88.552,13131.5918,84.641
13131.95801,89.99,13131.95801,86.711,13131.95801,88.554,13131.95801,84.646
13132.32422,89.99,13132.32422,86.717,13132.32422,88.555,13132.32422,84.65
13132.69043,89.99,13132.69043,86.723,13132.69043,88.557,13132.69043,84.655
13133.05664,89.99,13133.05664,86.729,13133.05664,88.558,13133.05664,84.66
13133.42285,89.99,13133.42285,86.735,13133.42285,88.56,13133.42285,84.664
13133.78906,89.99,13133.78906,86.741,13133.78906,88.562,13133.78906,84.669
13134.15527,89.99,13134.15527,86.747,13134.15527,88.563,13134.15527,84.673
13134.52148,89.989,13134.52148,86.753,13134.52148,88.565,13134.52148,84.678
13134.8877,89.989,13134.8877,86.759,13134.8877,88.567,13134.8877,84.682
13135.25391,89.989,13135.25391,86.765,13135.25391,88.568,13135.25391,84.687
13135.62012,89.989,13135.62012,86.771,13135.62012,88.57,13135.62012,84.692
13135.98633,89.989,13135.98633,86.776,13135.98633,88.571,13135.98633,84.696
13136.35254,89.989,13136.35254,86.782,13136.35254,88.573,13136.35254,84.701
13136.71875,89.989,13136.71875,86.788,13136.71875,88.574,13136.71875,84.705
13137.08496,89.989,13137.08496,86.794,13137.08496,88.576,13137.08496,84.71
13137.45117,89.989,13137.45117,86.8,13137.45117,88.577,13137.45117,84.714
13137.81738,89.988,13137.81738,86.806,13137.81738,88.579,13137.81738,84.719
13138.18359,89.988,13138.18359,86.812,13138.18359,88.581,13138.18359,84.724
13138.54981,89.988,13138.54981,86.818,13138.54981,88.582,13138.54981,84.728
13138.91602,89.988,13138.91602,86.824,13138.91602,88.584,13138.91602,84.733
13139.28223,89.988,13139.28223,86.83,13139.28223,88.585,13139.28223,84.737
13139.64844,89.988,13139.64844,86.836,13139.64844,88.587,13139.64844,84.742
13140.01465,89.988,13140.01465,86.842,13140.01465,88.588,13140.01465,84.746
13140.38086,89.987,13140.38086,86.848,13140.38086,88.589,13140.38086,84.751
13140.74707,89.987,13140.74707,86.854,13140.74707,88.591,13140.74707,84.755
13141.11328,89.987,13141.11328,86.86,13141.11328,88.592,13141.11328,84.76
13141.47949,89.987,13141.47949,86.866,13141.47949,88.594,13141.47949,84.764
13141.8457,89.987,13141.8457,86.872,13141.8457,88.595,13141.8457,84.769
13142.21191,89.986,13142.21191,86.878,13142.21191,88.597,13142.21191,84.774
13142.57813,89.986,13142.57813,86.884,13142.57813,88.598,13142.57813,84.778
13142.94434,89.986,13142.94434,86.89,13142.94434,88.6,13142.94434,84.783
13143.31055,89.986,13143.31055,86.896,13143.31055,88.601,13143.31055,84.787
13143.67676,89.985,13143.67676,86.901,13143.67676,88.602,13143.67676,84.792
13144.04297,89.985,13144.04297,86.907,13144.04297,88.604,13144.04297,84.796
13144.40918,89.985,13144.40918,86.913,13144.40918,88.605,13144.40918,84.801
13144.77539,89.985,13144.77539,86.919,13144.77539,88.606,13144.77539,84.805
13145.1416,89.984,13145.1416,86.925,13145.1416,88.608,13145.1416,84.81
13145.50781,89.984,13145.50781,86.931,13145.50781,88.609,13145.50781,84.814
13145.87402,89.984,13145.87402,86.937,13145.87402,88.611,13145.87402,84.819
13146.24023,89.983,13146.24023,86.943,13146.24023,88.612,13146.24023,84.823
13146.60645,89.983,13146.60645,86.949,13146.60645,88.613,13146.60645,84.828
13146.97266,89.983,13146.97266,86.955,13146.97266,88.615,13146.97266,84.832
13147.33887,89.982,13147.33887,86.961,13147.33887,88.616,13147.33887,84.836
13147.70508,89.982,13147.70508,86.966,13147.70508,88.617,13147.70508,84.841
13148.07129,89.982,13148.07129,86.972,13148.07129,88.618,13148.07129,84.845
13148.4375,89.981,13148.4375,86.978,13148.4375,88.62,13148.4375,84.85
13148.80371,89.981,13148.80371,86.984,13148.80371,88.621,13148.80371,84.854
13149.16992,89.981,13149.16992,86.99,13149.16992,88.622,13149.16992,84.859
13149.53613,89.98,13149.53613,86.996,13149.53613,88.624,13149.53613,84.863
13149.90234,89.98,13149.90234,87.002,13149.90234,88.625,13149.90234,84.868
13150.26856,89.979,13150.26856,87.008,13150.26856,88.626,13150.26856,84.872
13150.63477,89.979,13150.63477,87.014,13150.63477,88.627,13150.63477,84.877
13151.00098,89.979,13151.00098,87.02,13151.00098,88.629,13151.00098,84.881
13151.36719,89.978,13151.36719,87.025,13151.36719,88.63,13151.36719,84.886
13151.7334,89.978,13151.7334,87.031,13151.7334,88.631,13151.7334,84.89
13152.09961,89.977,13152.09961,87.037,13152.09961,88.632,13152.09961,84.894
13152.46582,89.977,13152.46582,87.043,13152.46582,88.633,13152.46582,84.899
13152.83203,89.977,13152.83203,87.049,13152.83203,88.635,13152.83203,84.903
13153.19824,89.976,13153.19824,87.055,13153.19824,88.636,13153.19824,84.908
13153.56445,89.976,13153.56445,87.061,13153.56445,88.637,13153.56445,84.912
13153.93066,89.975,13153.93066,87.066,13153.93066,88.638,13153.93066,84.917
13154.29688,89.975,13154.29688,87.072,13154.29688,88.639,13154.29688,84.921
13154.66309,89.974,13154.66309,87.078,13154.66309,88.64,13154.66309,84.925
13155.0293,89.974,13155.0293,87.084,13155.0293,88.642,13155.0293,84.93
13155.39551,89.973,13155.39551,87.09,13155.39551,88.643,13155.39551,84.934
13155.76172,89.973,13155.76172,87.096,13155.76172,88.644,13155.76172,84.939
13156.12793,89.972,13156.12793,87.102,13156.12793,88.645,13156.12793,84.943
13156.49414,89.972,13156.49414,87.107,13156.49414,88.646,13156.49414,84.947
13156.86035,89.971,13156.86035,87.113,13156.86035,88.647,13156.86035,84.952
13157.22656,89.971,13157.22656,87.119,13157.22656,88.648,13157.22656,84.956
13157.59277,89.97,13157.59277,87.125,13157.59277,88.649,13157.59277,84.961
13157.95898,89.97,13157.95898,87.131,13157.95898,88.65,13157.95898,84.965
13158.3252,89.969,13158.3252,87.136,13158.3252,88.651,13158.3252,84.969
13158.69141,89.969,13158.69141,87.142,13158.69141,88.653,13158.69141,84.974
13159.05762,89.968,13159.05762,87.148,13159.05762,88.654,13159.05762,84.978
13159.42383,89.967,13159.42383,87.154,13159.42383,88.655,13159.42383,84.982
13159.79004,89.967,13159.79004,87.16,13159.79004,88.656,13159.79004,84.987
13160.15625,89.966,13160.15625,87.166,13160.15625,88.657,13160.15625,84.991
13160.52246,89.966,13160.52246,87.171,13160.52246,88.658,13160.52246,84.995
13160.88867,89.965,13160.88867,87.177,13160.88867,88.659,13160.88867,85
13161.25488,89.965,13161.25488,87.183,13161.25488,88.66,13161.25488,85.004
13161.62109,89.964,13161.62109,87.189,13161.62109,88.661,13161.62109,85.009
13161.98731,89.963,13161.98731,87.195,13161.98731,88.662,13161.98731,85.013
13162.35352,89.963,13162.35352,87.2,13162.35352,88.663,13162.35352,85.017
13162.71973,89.962,13162.71973,87.206,13162.71973,88.664,13162.71973,85.022
13163.08594,89.961,13163.08594,87.212,13163.08594,88.665,13163.08594,85.026
13163.45215,89.961,13163.45215,87.218,13163.45215,88.666,13163.45215,85.03
13163.81836,89.96,13163.81836,87.223,13163.81836,88.666,13163.81836,85.035
13164.18457,89.959,13164.18457,87.229,13164.18457,88.667,13164.18457,85.039
13164.55078,89.959,13164.55078,87.235,13164.55078,88.668,13164.55078,85.043
13164.91699,89.958,13164.91699,87.241,13164.91699,88.669,13164.91699,85.048
13165.2832,89.957,13165.2832,87.247,13165.2832,88.67,13165.2832,85.052
13165.64941,89.957,13165.64941,87.252,13165.64941,88.671,13165.64941,85.056
13166.01563,89.956,13166.01563,87.258,13166.01563,88.672,13166.01563,85.06
13166.38184,89.955,13166.38184,87.264,13166.38184,88.673,13166.38184,85.065
13166.74805,89.955,13166.74805,87.27,13166.74805,88.674,13166.74805,85.069
13167.11426,89.954,13167.11426,87.275,13167.11426,88.675,13167.11426,85.073
13167.48047,89.953,13167.48047,87.281,13167.48047,88.675,13167.48047,85.078
13167.84668,89.952,13167.84668,87.287,13167.84668,88.676,13167.84668,85.082
13168.21289,89.952,13168.21289,87.293,13168.21289,88.677,13168.21289,85.086
13168.5791,89.951,13168.5791,87.298,13168.5791,88.678,13168.5791,85.09
13168.94531,89.95,13168.94531,87.304,13168.94531,88.679,13168.94531,85.095
13169.31152,89.949,13169.31152,87.31,13169.31152,88.68,13169.31152,85.099
13169.67773,89.949,13169.67773,87.315,13169.67773,88.68,13169.67773,85.103
13170.04395,89.948,13170.04395,87.321,13170.04395,88.681,13170.04395,85.107
13170.41016,89.947,13170.41016,87.327,13170.41016,88.682,13170.41016,85.112
13170.77637,89.946,13170.77637,87.333,13170.77637,88.683,13170.77637,85.116
13171.14258,89.945,13171.14258,87.338,13171.14258,88.684,13171.14258,85.12
13171.50879,89.945,13171.50879,87.344,13171.50879,88.684,13171.50879,85.125
13171.875,89.944,13171.875,87.35,13171.875,88.685,13171.875,85.129
13172.24121,89.943,13172.24121,87.355,13172.24121,88.686,13172.24121,85.133
13172.60742,89.942,13172.60742,87.361,13172.60742,88.687,13172.60742,85.137
13172.97363,89.941,13172.97363,87.367,13172.97363,88.687,13172.97363,85.141
13173.33984,89.941,13173.33984,87.373,13173.33984,88.688,13173.33984,85.146
13173.70606,89.94,13173.70606,87.378,13173.70606,88.689,13173.70606,85.15
13174.07227,89.939,13174.07227,87.384,13174.07227,88.689,13174.07227,85.154
13174.43848,89.938,13174.43848,87.39,13174.43848,88.69,13174.43848,85.158
13174.80469,89.937,13174.80469,87.395,13174.80469,88.691,13174.80469,85.163
13175.1709,89.936,13175.1709,87.401,13175.1709,88.692,13175.1709,85.167
13175.53711,89.935,13175.53711,87.407,13175.53711,88.692,13175.53711,85.171
13175.90332,89.934,13175.90332,87.412,13175.90332,88.693,13175.90332,85.175
13176.26953,89.934,13176.26953,87.418,13176.26953,88.694,13176.26953,85.179
13176.63574,89.933,13176.63574,87.424,13176.63574,88.694,13176.63574,85.184
13177.00195,89.932,13177.00195,87.429,13177.00195,88.695,13177.00195,85.188
13177.36816,89.931,13177.36816,87.435,13177.36816,88.695,13177.36816,85.192
13177.73438,89.93,13177.73438,87.441,13177.73438,88.696,13177.73438,85.196
13178.10059,89.929,13178.10059,87.446,13178.10059,88.697,13178.10059,85.2
13178.4668,89.928,13178.4668,87.452,13178.4668,88.697,13178.4668,85.204
13178.83301,89.927,13178.83301,87.457,13178.83301,88.698,13178.83301,85.209
13179.19922,89.926,13179.19922,87.463,13179.19922,88.699,13179.19922,85.213
13179.56543,89.925,13179.56543,87.469,13179.56543,88.699,13179.56543,85.217
13179.93164,89.924,13179.93164,87.474,13179.93164,88.7,13179.93164,85.221
13180.29785,89.923,13180.29785,87.48,13180.29785,88.7,13180.29785,85.225
13180.66406,89.922,13180.66406,87.486,13180.66406,88.701,13180.66406,85.229
13181.03027,89.921,13181.03027,87.491,13181.03027,88.701,13181.03027,85.234
13181.39648,89.92,13181.39648,87.497,13181.39648,88.702,13181.39648,85.238
13181.7627,89.919,13181.7627,87.502,13181.7627,88.702,13181.7627,85.242
13182.12891,89.918,13182.12891,87.508,13182.12891,88.703,13182.12891,85.246
13182.49512,89.917,13182.49512,87.514,13182.49512,88.703,13182.49512,85.25
13182.86133,89.916,13182.86133,87.519,13182.86133,88.704,13182.86133,85.254
13183.22754,89.915,13183.22754,87.525,13183.22754,88.704,13183.22754,85.258
13183.59375,89.914,13183.59375,87.53,13183.59375,88.705,13183.59375,85.262
13183.95996,89.913,13183.95996,87.536,13183.95996,88.705,13183.95996,85.267
13184.32617,89.912,13184.32617,87.542,13184.32617,88.706,13184.32617,85.271
13184.69238,89.911,13184.69238,87.547,13184.69238,88.706,13184.69238,85.275
13185.05859,89.91,13185.05859,87.553,13185.05859,88.707,13185.05859,85.279
13185.42481,89.909,13185.42481,87.558,13185.42481,88.707,13185.42481,85.283
13185.79102,89.908,13185.79102,87.564,13185.79102,88.708,13185.79102,85.287
13186.15723,89.907,13186.15723,87.569,13186.15723,88.708,13186.15723,85.291
13186.52344,89.906,13186.52344,87.575,13186.52344,88.709,13186.52344,85.295
13186.88965,89.905,13186.88965,87.58,13186.88965,88.709,13186.88965,85.299
13187.25586,89.903,13187.25586,87.586,13187.25586,88.709,13187.25586,85.303
13187.62207,89.902,13187.62207,87.592,13187.62207,88.71,13187.62207,85.307
13187.98828,89.901,13187.98828,87.597,13187.98828,88.71,13187.98828,85.311
13188.35449,89.9,13188.35449,87.603,13188.35449,88.711,13188.35449,85.315
13188.7207,89.899,13188.7207,87.608,13188.7207,88.711,13188.7207,85.32
13189.08691,89.898,13189.08691,87.614,13189.08691,88.711,13189.08691,85.324
13189.45313,89.897,13189.45313,87.619,13189.45313,88.712,13189.45313,85.328
13189.81934,89.896,13189.81934,87.625,13189.81934,88.712,13189.81934,85.332
13190.18555,89.894,13190.18555,87.63,13190.18555,88.712,13190.18555,85.336
13190.55176,89.893,13190.55176,87.636,13190.55176,88.713,13190.55176,85.34
13190.91797,89.892,13190.91797,87.641,13190.91797,88.713,13190.91797,85.344
13191.28418,89.891,13191.28418,87.647,13191.28418,88.713,13191.28418,85.348
13191.65039,89.89,13191.65039,87.652,13191.65039,88.714,13191.65039,85.352
13192.0166,89.888,13192.0166,87.658,13192.0166,88.714,13192.0166,85.356
13192.38281,89.887,13192.38281,87.663,13192.38281,88.714,13192.38281,85.36
13192.74902,89.886,13192.74902,87.669,13192.74902,88.715,13192.74902,85.364
13193.11523,89.885,13193.11523,87.674,13193.11523,88.715,13193.11523,85.368
13193.48145,89.884,13193.48145,87.68,13193.48145,88.715,13193.48145,85.372
13193.84766,89.882,13193.84766,87.685,13193.84766,88.715,13193.84766,85.376
13194.21387,89.881,13194.21387,87.691,13194.21387,88.716,13194.21387,85.38
13194.58008,89.88,13194.58008,87.696,13194.58008,88.716,13194.58008,85.384
13194.94629,89.879,13194.94629,87.701,13194.94629,88.716,13194.94629,85.388
13195.3125,89.877,13195.3125,87.707,13195.3125,88.716,13195.3125,85.392
13195.67871,89.876,13195.67871,87.712,13195.67871,88.716,13195.67871,85.396
13196.04492,89.875,13196.04492,87.718,13196.04492,88.717,13196.04492,85.4
13196.41113,89.874,13196.41113,87.723,13196.41113,88.717,13196.41113,85.404
13196.77734,89.872,13196.77734,87.729,13196.77734,88.717,13196.77734,85.408
13197.14356,89.871,13197.14356,87.734,13197.14356,88.717,13197.14356,85.412
13197.50977,89.87,13197.50977,87.74,13197.50977,88.717,13197.50977,85.416
13197.87598,89.868,13197.87598,87.745,13197.87598,88.718,13197.87598,85.419
13198.24219,89.867,13198.24219,87.75,13198.24219,88.718,13198.24219,85.423
13198.6084,89.866,13198.6084,87.756,13198.6084,88.718,13198.6084,85.427
13198.97461,89.865,13198.97461,87.761,13198.97461,88.718,13198.97461,85.431
13199.34082,89.863,13199.34082,87.767,13199.34082,88.718,13199.34082,85.435
13199.70703,89.862,13199.70703,87.772,13199.70703,88.718,13199.70703,85.439
13200.07324,89.861,13200.07324,87.777,13200.07324,88.718,13200.07324,85.443
13200.43945,89.859,13200.43945,87.783,13200.43945,88.719,13200.43945,85.447
13200.80566,89.858,13200.80566,87.788,13200.80566,88.719,13200.80566,85.451
13201.17188,89.856,13201.17188,87.794,13201.17188,88.719,13201.17188,85.455
13201.53809,89.855,13201.53809,87.799,13201.53809,88.719,13201.53809,85.459
13201.9043,89.854,13201.9043,87.804,13201.9043,88.719,13201.9043,85.463
13202.27051,89.852,13202.27051,87.81,13202.27051,88.719,13202.27051,85.466
13202.63672,89.851,13202.63672,87.815,13202.63672,88.719,13202.63672,85.47
13203.00293,89.85,13203.00293,87.82,13203.00293,88.719,13203.00293,85.474
13203.36914,89.848,13203.36914,87.826,13203.36914,88.719,13203.36914,85.478
13203.73535,89.847,13203.73535,87.831,13203.73535,88.719,13203.73535,85.482
