d2.5_l10,,d3_l10,,d3.5_l10,,d4_l10,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB)
1930.297852,110.532,1930.297852,106.913,1930.297852,104.027,1930.297852,103.171
1930.664062,110.537,1930.664062,106.918,1930.664062,104.03,1930.664062,103.174
1931.030273,110.543,1931.030273,106.923,1931.030273,104.033,1931.030273,103.177
1931.396484,110.548,1931.396484,106.928,1931.396484,104.037,1931.396484,103.179
1931.762695,110.553,1931.762695,106.934,1931.762695,104.04,1931.762695,103.182
1932.128906,110.559,1932.128906,106.939,1932.128906,104.043,1932.128906,103.185
1932.495117,110.564,1932.495117,106.944,1932.495117,104.047,1932.495117,103.187
1932.861328,110.57,1932.861328,106.949,1932.861328,104.05,1932.861328,103.19
1933.227539,110.575,1933.227539,106.954,1933.227539,104.053,1933.227539,103.193
1933.59375,110.58,1933.59375,106.959,1933.59375,104.057,1933.59375,103.196
1933.959961,110.585,1933.959961,106.965,1933.959961,104.06,1933.959961,103.198
1934.326172,110.591,1934.326172,106.97,1934.326172,104.064,1934.326172,103.201
1934.692383,110.596,1934.692383,106.975,1934.692383,104.067,1934.692383,103.204
1935.058594,110.601,1935.058594,106.98,1935.058594,104.07,1935.058594,103.206
1935.424805,110.607,1935.424805,106.985,1935.424805,104.074,1935.424805,103.209
1935.791016,110.612,1935.791016,106.991,1935.791016,104.077,1935.791016,103.212
1936.157227,110.617,1936.157227,106.996,1936.157227,104.08,1936.157227,103.215
1936.523438,110.622,1936.523438,107.001,1936.523438,104.084,1936.523438,103.217
1936.889648,110.628,1936.889648,107.006,1936.889648,104.087,1936.889648,103.22
1937.255859,110.633,1937.255859,107.011,1937.255859,104.091,1937.255859,103.223
1937.62207,110.638,1937.62207,107.017,1937.62207,104.094,1937.62207,103.226
1937.988281,110.643,1937.988281,107.022,1937.988281,104.097,1937.988281,103.228
1938.354492,110.648,1938.354492,107.027,1938.354492,104.101,1938.354492,103.231
1938.720703,110.653,1938.720703,107.032,1938.720703,104.104,1938.720703,103.234
1939.086914,110.659,1939.086914,107.038,1939.086914,104.108,1939.086914,103.237
1939.453125,110.664,1939.453125,107.043,1939.453125,104.111,1939.453125,103.239
1939.819336,110.669,1939.819336,107.048,1939.819336,104.114,1939.819336,103.242
1940.185547,110.674,1940.185547,107.053,1940.185547,104.118,1940.185547,103.245
1940.551758,110.679,1940.551758,107.058,1940.551758,104.121,1940.551758,103.248
1940.917969,110.684,1940.917969,107.064,1940.917969,104.125,1940.917969,103.25
1941.28418,110.689,1941.28418,107.069,1941.28418,104.128,1941.28418,103.253
1941.650391,110.694,1941.650391,107.074,1941.650391,104.131,1941.650391,103.256
1942.016602,110.699,1942.016602,107.079,1942.016602,104.135,1942.016602,103.259
1942.382812,110.704,1942.382812,107.085,1942.382812,104.138,1942.382812,103.261
1942.749023,110.709,1942.749023,107.09,1942.749023,104.142,1942.749023,103.264
1943.115234,110.714,1943.115234,107.095,1943.115234,104.145,1943.115234,103.267
1943.481445,110.719,1943.481445,107.1,1943.481445,104.149,1943.481445,103.27
1943.847656,110.724,1943.847656,107.106,1943.847656,104.152,1943.847656,103.273
1944.213867,110.729,1944.213867,107.111,1944.213867,104.155,1944.213867,103.275
1944.580078,110.734,1944.580078,107.116,1944.580078,104.159,1944.580078,103.278
1944.946289,110.739,1944.946289,107.121,1944.946289,104.162,1944.946289,103.281
1945.3125,110.744,1945.3125,107.127,1945.3125,104.166,1945.3125,103.284
1945.678711,110.749,1945.678711,107.132,1945.678711,104.169,1945.678711,103.286
1946.044922,110.754,1946.044922,107.137,1946.044922,104.173,1946.044922,103.289
1946.411133,110.759,1946.411133,107.143,1946.411133,104.176,1946.411133,103.292
1946.777344,110.764,1946.777344,107.148,1946.777344,104.179,1946.777344,103.295
1947.143555,110.769,1947.143555,107.153,1947.143555,104.183,1947.143555,103.298
1947.509766,110.773,1947.509766,107.158,1947.509766,104.186,1947.509766,103.3
1947.875977,110.778,1947.875977,107.164,1947.875977,104.19,1947.875977,103.303
1948.242188,110.783,1948.242188,107.169,1948.242188,104.193,1948.242188,103.306
1948.608398,110.788,1948.608398,107.174,1948.608398,104.197,1948.608398,103.309
1948.974609,110.793,1948.974609,107.18,1948.974609,104.2,1948.974609,103.312
1949.34082,110.797,1949.34082,107.185,1949.34082,104.203,1949.34082,103.314
1949.707031,110.802,1949.707031,107.19,1949.707031,104.207,1949.707031,103.317
1950.073242,110.807,1950.073242,107.196,1950.073242,104.21,1950.073242,103.32
1950.439453,110.812,1950.439453,107.201,1950.439453,104.214,1950.439453,103.323
1950.805664,110.816,1950.805664,107.206,1950.805664,104.217,1950.805664,103.326
1951.171875,110.821,1951.171875,107.212,1951.171875,104.221,1951.171875,103.328
1951.538086,110.826,1951.538086,107.217,1951.538086,104.224,1951.538086,103.331
1951.904297,110.831,1951.904297,107.222,1951.904297,104.228,1951.904297,103.334
1952.270508,110.835,1952.270508,107.227,1952.270508,104.231,1952.270508,103.337
1952.636719,110.84,1952.636719,107.233,1952.636719,104.235,1952.636719,103.34
1953.00293,110.845,1953.00293,107.238,1953.00293,104.238,1953.00293,103.342
1953.369141,110.849,1953.369141,107.243,1953.369141,104.242,1953.369141,103.345
1953.735352,110.854,1953.735352,107.249,1953.735352,104.245,1953.735352,103.348
1954.101562,110.858,1954.101562,107.254,1954.101562,104.248,1954.101562,103.351
1954.467773,110.863,1954.467773,107.259,1954.467773,104.252,1954.467773,103.354
1954.833984,110.868,1954.833984,107.265,1954.833984,104.255,1954.833984,103.357
1955.200195,110.872,1955.200195,107.27,1955.200195,104.259,1955.200195,103.359
1955.566406,110.877,1955.566406,107.276,1955.566406,104.262,1955.566406,103.362
1955.932617,110.881,1955.932617,107.281,1955.932617,104.266,1955.932617,103.365
1956.298828,110.886,1956.298828,107.286,1956.298828,104.269,1956.298828,103.368
1956.665039,110.89,1956.665039,107.292,1956.665039,104.273,1956.665039,103.371
1957.03125,110.895,1957.03125,107.297,1957.03125,104.276,1957.03125,103.373
1957.397461,110.899,1957.397461,107.302,1957.397461,104.28,1957.397461,103.376
1957.763672,110.904,1957.763672,107.308,1957.763672,104.283,1957.763672,103.379
1958.129883,110.908,1958.129883,107.313,1958.129883,104.287,1958.129883,103.382
1958.496094,110.912,1958.496094,107.318,1958.496094,104.29,1958.496094,103.385
1958.862305,110.917,1958.862305,107.324,1958.862305,104.294,1958.862305,103.388
1959.228516,110.921,1959.228516,107.329,1959.228516,104.297,1959.228516,103.39
1959.594727,110.926,1959.594727,107.335,1959.594727,104.301,1959.594727,103.393
1959.960938,110.93,1959.960938,107.34,1959.960938,104.304,1959.960938,103.396
1960.327148,110.934,1960.327148,107.345,1960.327148,104.308,1960.327148,103.399
1960.693359,110.939,1960.693359,107.351,1960.693359,104.311,1960.693359,103.402
1961.05957,110.943,1961.05957,107.356,1961.05957,104.315,1961.05957,103.405
1961.425781,110.947,1961.425781,107.361,1961.425781,104.318,1961.425781,103.408
1961.791992,110.951,1961.791992,107.367,1961.791992,104.322,1961.791992,103.41
1962.158203,110.956,1962.158203,107.372,1962.158203,104.325,1962.158203,103.413
1962.524414,110.96,1962.524414,107.378,1962.524414,104.329,1962.524414,103.416
1962.890625,110.964,1962.890625,107.383,1962.890625,104.332,1962.890625,103.419
1963.256836,110.968,1963.256836,107.389,1963.256836,104.336,1963.256836,103.422
1963.623047,110.973,1963.623047,107.394,1963.623047,104.339,1963.623047,103.425
1963.989258,110.977,1963.989258,107.399,1963.989258,104.343,1963.989258,103.428
1964.355469,110.981,1964.355469,107.405,1964.355469,104.346,1964.355469,103.43
1964.72168,110.985,1964.72168,107.41,1964.72168,104.35,1964.72168,103.433
1965.087891,110.989,1965.087891,107.416,1965.087891,104.353,1965.087891,103.436
1965.454102,110.993,1965.454102,107.421,1965.454102,104.357,1965.454102,103.439
1965.820312,110.997,1965.820312,107.426,1965.820312,104.36,1965.820312,103.442
1966.186523,111.002,1966.186523,107.432,1966.186523,104.364,1966.186523,103.445
1966.552734,111.006,1966.552734,107.437,1966.552734,104.368,1966.552734,103.448
1966.918945,111.01,1966.918945,107.443,1966.918945,104.371,1966.918945,103.45
1967.285156,111.014,1967.285156,107.448,1967.285156,104.375,1967.285156,103.453
1967.651367,111.018,1967.651367,107.454,1967.651367,104.378,1967.651367,103.456
1968.017578,111.022,1968.017578,107.459,1968.017578,104.382,1968.017578,103.459
1968.383789,111.026,1968.383789,107.465,1968.383789,104.385,1968.383789,103.462
1968.75,111.03,1968.75,107.47,1968.75,104.389,1968.75,103.465
1969.116211,111.034,1969.116211,107.476,1969.116211,104.392,1969.116211,103.468
1969.482422,111.038,1969.482422,107.481,1969.482422,104.396,1969.482422,103.471
1969.848633,111.041,1969.848633,107.486,1969.848633,104.399,1969.848633,103.474
1970.214844,111.045,1970.214844,107.492,1970.214844,104.403,1970.214844,103.476
1970.581055,111.049,1970.581055,107.497,1970.581055,104.407,1970.581055,103.479
1970.947266,111.053,1970.947266,107.503,1970.947266,104.41,1970.947266,103.482
1971.313477,111.057,1971.313477,107.508,1971.313477,104.414,1971.313477,103.485
1971.679688,111.061,1971.679688,107.514,1971.679688,104.417,1971.679688,103.488
1972.045898,111.065,1972.045898,107.519,1972.045898,104.421,1972.045898,103.491
1972.412109,111.068,1972.412109,107.525,1972.412109,104.424,1972.412109,103.494
1972.77832,111.072,1972.77832,107.53,1972.77832,104.428,1972.77832,103.497
1973.144531,111.076,1973.144531,107.536,1973.144531,104.431,1973.144531,103.5
1973.510742,111.08,1973.510742,107.541,1973.510742,104.435,1973.510742,103.503
1973.876953,111.083,1973.876953,107.547,1973.876953,104.439,1973.876953,103.505
1974.243164,111.087,1974.243164,107.552,1974.243164,104.442,1974.243164,103.508
1974.609375,111.091,1974.609375,107.558,1974.609375,104.446,1974.609375,103.511
1974.975586,111.094,1974.975586,107.563,1974.975586,104.449,1974.975586,103.514
1975.341797,111.098,1975.341797,107.569,1975.341797,104.453,1975.341797,103.517
1975.708008,111.102,1975.708008,107.574,1975.708008,104.457,1975.708008,103.52
1976.074219,111.105,1976.074219,107.58,1976.074219,104.46,1976.074219,103.523
1976.44043,111.109,1976.44043,107.585,1976.44043,104.464,1976.44043,103.526
1976.806641,111.113,1976.806641,107.591,1976.806641,104.467,1976.806641,103.529
1977.172852,111.116,1977.172852,107.597,1977.172852,104.471,1977.172852,103.532
1977.539062,111.12,1977.539062,107.602,1977.539062,104.475,1977.539062,103.535
1977.905273,111.123,1977.905273,107.608,1977.905273,104.478,1977.905273,103.538
1978.271484,111.127,1978.271484,107.613,1978.271484,104.482,1978.271484,103.541
1978.637695,111.13,1978.637695,107.619,1978.637695,104.485,1978.637695,103.544
1979.003906,111.134,1979.003906,107.624,1979.003906,104.489,1979.003906,103.546
1979.370117,111.137,1979.370117,107.63,1979.370117,104.493,1979.370117,103.549
1979.736328,111.141,1979.736328,107.635,1979.736328,104.496,1979.736328,103.552
1980.102539,111.144,1980.102539,107.641,1980.102539,104.5,1980.102539,103.555
1980.46875,111.147,1980.46875,107.647,1980.46875,104.503,1980.46875,103.558
1980.834961,111.151,1980.834961,107.652,1980.834961,104.507,1980.834961,103.561
1981.201172,111.154,1981.201172,107.658,1981.201172,104.511,1981.201172,103.564
1981.567383,111.157,1981.567383,107.663,1981.567383,104.514,1981.567383,103.567
1981.933594,111.161,1981.933594,107.669,1981.933594,104.518,1981.933594,103.57
1982.299805,111.164,1982.299805,107.674,1982.299805,104.522,1982.299805,103.573
1982.666016,111.167,1982.666016,107.68,1982.666016,104.525,1982.666016,103.576
1983.032227,111.171,1983.032227,107.686,1983.032227,104.529,1983.032227,103.579
1983.398438,111.174,1983.398438,107.691,1983.398438,104.532,1983.398438,103.582
1983.764648,111.177,1983.764648,107.697,1983.764648,104.536,1983.764648,103.585
1984.130859,111.18,1984.130859,107.702,1984.130859,104.54,1984.130859,103.588
1984.49707,111.184,1984.49707,107.708,1984.49707,104.543,1984.49707,103.591
1984.863281,111.187,1984.863281,107.714,1984.863281,104.547,1984.863281,103.594
1985.229492,111.19,1985.229492,107.719,1985.229492,104.551,1985.229492,103.597
1985.595703,111.193,1985.595703,107.725,1985.595703,104.554,1985.595703,103.6
1985.961914,111.196,1985.961914,107.73,1985.961914,104.558,1985.961914,103.603
1986.328125,111.199,1986.328125,107.736,1986.328125,104.562,1986.328125,103.606
1986.694336,111.202,1986.694336,107.742,1986.694336,104.565,1986.694336,103.609
1987.060547,111.205,1987.060547,107.747,1987.060547,104.569,1987.060547,103.612
1987.426758,111.208,1987.426758,107.753,1987.426758,104.573,1987.426758,103.615
1987.792969,111.211,1987.792969,107.759,1987.792969,104.576,1987.792969,103.618
1988.15918,111.214,1988.15918,107.764,1988.15918,104.58,1988.15918,103.621
1988.525391,111.217,1988.525391,107.77,1988.525391,104.584,1988.525391,103.624
1988.891602,111.22,1988.891602,107.776,1988.891602,104.587,1988.891602,103.627
1989.257812,111.223,1989.257812,107.781,1989.257812,104.591,1989.257812,103.63
1989.624023,111.226,1989.624023,107.787,1989.624023,104.595,1989.624023,103.633
1989.990234,111.229,1989.990234,107.793,1989.990234,104.598,1989.990234,103.636
1990.356445,111.232,1990.356445,107.798,1990.356445,104.602,1990.356445,103.639
1990.722656,111.235,1990.722656,107.804,1990.722656,104.606,1990.722656,103.642
1991.088867,111.238,1991.088867,107.81,1991.088867,104.609,1991.088867,103.645
1991.455078,111.24,1991.455078,107.815,1991.455078,104.613,1991.455078,103.648
1991.821289,111.243,1991.821289,107.821,1991.821289,104.617,1991.821289,103.651
1992.1875,111.246,1992.1875,107.827,1992.1875,104.62,1992.1875,103.654
1992.553711,111.249,1992.553711,107.832,1992.553711,104.624,1992.553711,103.657
1992.919922,111.252,1992.919922,107.838,1992.919922,104.628,1992.919922,103.66
1993.286133,111.254,1993.286133,107.844,1993.286133,104.632,1993.286133,103.663
1993.652344,111.257,1993.652344,107.849,1993.652344,104.635,1993.652344,103.666
1994.018555,111.26,1994.018555,107.855,1994.018555,104.639,1994.018555,103.669
1994.384766,111.262,1994.384766,107.861,1994.384766,104.643,1994.384766,103.672
1994.750977,111.265,1994.750977,107.867,1994.750977,104.646,1994.750977,103.675
1995.117188,111.268,1995.117188,107.872,1995.117188,104.65,1995.117188,103.678
1995.483398,111.27,1995.483398,107.878,1995.483398,104.654,1995.483398,103.681
1995.849609,111.273,1995.849609,107.884,1995.849609,104.658,1995.849609,103.684
1996.21582,111.275,1996.21582,107.889,1996.21582,104.661,1996.21582,103.687
1996.582031,111.278,1996.582031,107.895,1996.582031,104.665,1996.582031,103.69
1996.948242,111.28,1996.948242,107.901,1996.948242,104.669,1996.948242,103.693
1997.314453,111.283,1997.314453,107.907,1997.314453,104.672,1997.314453,103.696
1997.680664,111.285,1997.680664,107.912,1997.680664,104.676,1997.680664,103.7
1998.046875,111.288,1998.046875,107.918,1998.046875,104.68,1998.046875,103.703
1998.413086,111.29,1998.413086,107.924,1998.413086,104.684,1998.413086,103.706
1998.779297,111.292,1998.779297,107.93,1998.779297,104.687,1998.779297,103.709
1999.145508,111.295,1999.145508,107.935,1999.145508,104.691,1999.145508,103.712
1999.511719,111.297,1999.511719,107.941,1999.511719,104.695,1999.511719,103.715
1999.87793,111.3,1999.87793,107.947,1999.87793,104.699,1999.87793,103.718
2000.244141,111.302,2000.244141,107.953,2000.244141,104.702,2000.244141,103.721
2000.610352,111.304,2000.610352,107.958,2000.610352,104.706,2000.610352,103.724
2000.976562,111.306,2000.976562,107.964,2000.976562,104.71,2000.976562,103.727
2001.342773,111.309,2001.342773,107.97,2001.342773,104.714,2001.342773,103.73
2001.708984,111.311,2001.708984,107.976,2001.708984,104.717,2001.708984,103.733
2002.075195,111.313,2002.075195,107.981,2002.075195,104.721,2002.075195,103.736
2002.441406,111.315,2002.441406,107.987,2002.441406,104.725,2002.441406,103.739
2002.807617,111.317,2002.807617,107.993,2002.807617,104.729,2002.807617,103.743
2003.173828,111.32,2003.173828,107.999,2003.173828,104.732,2003.173828,103.746
2003.540039,111.322,2003.540039,108.005,2003.540039,104.736,2003.540039,103.749
2003.90625,111.324,2003.90625,108.01,2003.90625,104.74,2003.90625,103.752
2004.272461,111.326,2004.272461,108.016,2004.272461,104.744,2004.272461,103.755
2004.638672,111.328,2004.638672,108.022,2004.638672,104.747,2004.638672,103.758
2005.004883,111.33,2005.004883,108.028,2005.004883,104.751,2005.004883,103.761
2005.371094,111.332,2005.371094,108.034,2005.371094,104.755,2005.371094,103.764
2005.737305,111.334,2005.737305,108.039,2005.737305,104.759,2005.737305,103.767
2006.103516,111.336,2006.103516,108.045,2006.103516,104.763,2006.103516,103.77
2006.469727,111.338,2006.469727,108.051,2006.469727,104.766,2006.469727,103.774
2006.835938,111.34,2006.835938,108.057,2006.835938,104.77,2006.835938,103.777
2007.202148,111.342,2007.202148,108.063,2007.202148,104.774,2007.202148,103.78
2007.568359,111.344,2007.568359,108.069,2007.568359,104.778,2007.568359,103.783
2007.93457,111.345,2007.93457,108.074,2007.93457,104.781,2007.93457,103.786
2008.300781,111.347,2008.300781,108.08,2008.300781,104.785,2008.300781,103.789
2008.666992,111.349,2008.666992,108.086,2008.666992,104.789,2008.666992,103.792
2009.033203,111.351,2009.033203,108.092,2009.033203,104.793,2009.033203,103.795
2009.399414,111.353,2009.399414,108.098,2009.399414,104.797,2009.399414,103.798
2009.765625,111.354,2009.765625,108.104,2009.765625,104.8,2009.765625,103.802
2010.131836,111.356,2010.131836,108.109,2010.131836,104.804,2010.131836,103.805
2010.498047,111.358,2010.498047,108.115,2010.498047,104.808,2010.498047,103.808
2010.864258,111.359,2010.864258,108.121,2010.864258,104.812,2010.864258,103.811
2011.230469,111.361,2011.230469,108.127,2011.230469,104.816,2011.230469,103.814
2011.59668,111.363,2011.59668,108.133,2011.59668,104.819,2011.59668,103.817
2011.962891,111.364,2011.962891,108.139,2011.962891,104.823,2011.962891,103.82
2012.329102,111.366,2012.329102,108.145,2012.329102,104.827,2012.329102,103.823
2012.695312,111.367,2012.695312,108.15,2012.695312,104.831,2012.695312,103.827
2013.061523,111.369,2013.061523,108.156,2013.061523,104.835,2013.061523,103.83
2013.427734,111.371,2013.427734,108.162,2013.427734,104.838,2013.427734,103.833
2013.793945,111.372,2013.793945,108.168,2013.793945,104.842,2013.793945,103.836
2014.160156,111.373,2014.160156,108.174,2014.160156,104.846,2014.160156,103.839
2014.526367,111.375,2014.526367,108.18,2014.526367,104.85,2014.526367,103.842
2014.892578,111.376,2014.892578,108.186,2014.892578,104.854,2014.892578,103.845
2015.258789,111.378,2015.258789,108.192,2015.258789,104.858,2015.258789,103.849
2015.625,111.379,2015.625,108.198,2015.625,104.861,2015.625,103.852
2015.991211,111.38,2015.991211,108.203,2015.991211,104.865,2015.991211,103.855
2016.357422,111.382,2016.357422,108.209,2016.357422,104.869,2016.357422,103.858
2016.723633,111.383,2016.723633,108.215,2016.723633,104.873,2016.723633,103.861
2017.089844,111.384,2017.089844,108.221,2017.089844,104.877,2017.089844,103.864
2017.456055,111.386,2017.456055,108.227,2017.456055,104.881,2017.456055,103.867
2017.822266,111.387,2017.822266,108.233,2017.822266,104.884,2017.822266,103.871
2018.188477,111.388,2018.188477,108.239,2018.188477,104.888,2018.188477,103.874
2018.554688,111.389,2018.554688,108.245,2018.554688,104.892,2018.554688,103.877
2018.920898,111.39,2018.920898,108.251,2018.920898,104.896,2018.920898,103.88
2019.287109,111.391,2019.287109,108.257,2019.287109,104.9,2019.287109,103.883
2019.65332,111.393,2019.65332,108.263,2019.65332,104.904,2019.65332,103.886
2020.019531,111.394,2020.019531,108.269,2020.019531,104.908,2020.019531,103.89
2020.385742,111.395,2020.385742,108.275,2020.385742,104.911,2020.385742,103.893
2020.751953,111.396,2020.751953,108.281,2020.751953,104.915,2020.751953,103.896
2021.118164,111.397,2021.118164,108.287,2021.118164,104.919,2021.118164,103.899
2021.484375,111.398,2021.484375,108.292,2021.484375,104.923,2021.484375,103.902
2021.850586,111.399,2021.850586,108.298,2021.850586,104.927,2021.850586,103.905
2022.216797,111.4,2022.216797,108.304,2022.216797,104.931,2022.216797,103.909
2022.583008,111.401,2022.583008,108.31,2022.583008,104.935,2022.583008,103.912
2022.949219,111.402,2022.949219,108.316,2022.949219,104.938,2022.949219,103.915
2023.31543,111.402,2023.31543,108.322,2023.31543,104.942,2023.31543,103.918
2023.681641,111.403,2023.681641,108.328,2023.681641,104.946,2023.681641,103.921
2024.047852,111.404,2024.047852,108.334,2024.047852,104.95,2024.047852,103.925
2024.414062,111.405,2024.414062,108.34,2024.414062,104.954,2024.414062,103.928
2024.780273,111.406,2024.780273,108.346,2024.780273,104.958,2024.780273,103.931
2025.146484,111.406,2025.146484,108.352,2025.146484,104.962,2025.146484,103.934
2025.512695,111.407,2025.512695,108.358,2025.512695,104.966,2025.512695,103.937
2025.878906,111.408,2025.878906,108.364,2025.878906,104.969,2025.878906,103.941
2026.245117,111.409,2026.245117,108.37,2026.245117,104.973,2026.245117,103.944
2026.611328,111.409,2026.611328,108.376,2026.611328,104.977,2026.611328,103.947
2026.977539,111.41,2026.977539,108.382,2026.977539,104.981,2026.977539,103.95
2027.34375,111.41,2027.34375,108.388,2027.34375,104.985,2027.34375,103.953
2027.709961,111.411,2027.709961,108.394,2027.709961,104.989,2027.709961,103.957
2028.076172,111.412,2028.076172,108.4,2028.076172,104.993,2028.076172,103.96
2028.442383,111.412,2028.442383,108.406,2028.442383,104.997,2028.442383,103.963
2028.808594,111.413,2028.808594,108.412,2028.808594,105.001,2028.808594,103.966
2029.174805,111.413,2029.174805,108.418,2029.174805,105.005,2029.174805,103.969
2029.541016,111.414,2029.541016,108.425,2029.541016,105.009,2029.541016,103.973
2029.907227,111.414,2029.907227,108.431,2029.907227,105.012,2029.907227,103.976
2030.273438,111.415,2030.273438,108.437,2030.273438,105.016,2030.273438,103.979
2030.639648,111.415,2030.639648,108.443,2030.639648,105.02,2030.639648,103.982
2031.005859,111.415,2031.005859,108.449,2031.005859,105.024,2031.005859,103.985
2031.37207,111.416,2031.37207,108.455,2031.37207,105.028,2031.37207,103.989
2031.738281,111.416,2031.738281,108.461,2031.738281,105.032,2031.738281,103.992
2032.104492,111.416,2032.104492,108.467,2032.104492,105.036,2032.104492,103.995
2032.470703,111.417,2032.470703,108.473,2032.470703,105.04,2032.470703,103.998
2032.836914,111.417,2032.836914,108.479,2032.836914,105.044,2032.836914,104.002
2033.203125,111.417,2033.203125,108.485,2033.203125,105.048,2033.203125,104.005
2033.569336,111.417,2033.569336,108.491,2033.569336,105.052,2033.569336,104.008
2033.935547,111.418,2033.935547,108.497,2033.935547,105.056,2033.935547,104.011
2034.301758,111.418,2034.301758,108.503,2034.301758,105.06,2034.301758,104.015
2034.667969,111.418,2034.667969,108.51,2034.667969,105.064,2034.667969,104.018
2035.03418,111.418,2035.03418,108.516,2035.03418,105.067,2035.03418,104.021
2035.400391,111.418,2035.400391,108.522,2035.400391,105.071,2035.400391,104.024
2035.766602,111.418,2035.766602,108.528,2035.766602,105.075,2035.766602,104.028
2036.132812,111.418,2036.132812,108.534,2036.132812,105.079,2036.132812,104.031
2036.499023,111.418,2036.499023,108.54,2036.499023,105.083,2036.499023,104.034
2036.865234,111.418,2036.865234,108.546,2036.865234,105.087,2036.865234,104.037
2037.231445,111.418,2037.231445,108.552,2037.231445,105.091,2037.231445,104.041
2037.597656,111.418,2037.597656,108.558,2037.597656,105.095,2037.597656,104.044
2037.963867,111.418,2037.963867,108.565,2037.963867,105.099,2037.963867,104.047
2038.330078,111.418,2038.330078,108.571,2038.330078,105.103,2038.330078,104.05
2038.696289,111.418,2038.696289,108.577,2038.696289,105.107,2038.696289,104.054
2039.0625,111.418,2039.0625,108.583,2039.0625,105.111,2039.0625,104.057
2039.428711,111.417,2039.428711,108.589,2039.428711,105.115,2039.428711,104.06
2039.794922,111.417,2039.794922,108.595,2039.794922,105.119,2039.794922,104.063
2040.161133,111.417,2040.161133,108.601,2040.161133,105.123,2040.161133,104.067
2040.527344,111.417,2040.527344,108.608,2040.527344,105.127,2040.527344,104.07
2040.893555,111.416,2040.893555,108.614,2040.893555,105.131,2040.893555,104.073
2041.259766,111.416,2041.259766,108.62,2041.259766,105.135,2041.259766,104.076
2041.625977,111.416,2041.625977,108.626,2041.625977,105.139,2041.625977,104.08
2041.992188,111.415,2041.992188,108.632,2041.992188,105.143,2041.992188,104.083
2042.358398,111.415,2042.358398,108.638,2042.358398,105.147,2042.358398,104.086
2042.724609,111.415,2042.724609,108.645,2042.724609,105.151,2042.724609,104.09
2043.09082,111.414,2043.09082,108.651,2043.09082,105.155,2043.09082,104.093
2043.457031,111.414,2043.457031,108.657,2043.457031,105.159,2043.457031,104.096
2043.823242,111.413,2043.823242,108.663,2043.823242,105.163,2043.823242,104.099
2044.189453,111.413,2044.189453,108.669,2044.189453,105.167,2044.189453,104.103
2044.555664,111.412,2044.555664,108.676,2044.555664,105.171,2044.555664,104.106
2044.921875,111.412,2044.921875,108.682,2044.921875,105.175,2044.921875,104.109
2045.288086,111.411,2045.288086,108.688,2045.288086,105.179,2045.288086,104.113
2045.654297,111.411,2045.654297,108.694,2045.654297,105.183,2045.654297,104.116
2046.020508,111.41,2046.020508,108.7,2046.020508,105.187,2046.020508,104.119
2046.386719,111.409,2046.386719,108.707,2046.386719,105.191,2046.386719,104.122
2046.75293,111.409,2046.75293,108.713,2046.75293,105.195,2046.75293,104.126
2047.119141,111.408,2047.119141,108.719,2047.119141,105.199,2047.119141,104.129
2047.485352,111.407,2047.485352,108.725,2047.485352,105.203,2047.485352,104.132
2047.851562,111.407,2047.851562,108.732,2047.851562,105.207,2047.851562,104.136
2048.217773,111.406,2048.217773,108.738,2048.217773,105.211,2048.217773,104.139
2048.583984,111.405,2048.583984,108.744,2048.583984,105.215,2048.583984,104.142
2048.950195,111.404,2048.950195,108.75,2048.950195,105.219,2048.950195,104.146
2049.316406,111.403,2049.316406,108.757,2049.316406,105.223,2049.316406,104.149
2049.682617,111.402,2049.682617,108.763,2049.682617,105.227,2049.682617,104.152
2050.048828,111.402,2050.048828,108.769,2050.048828,105.231,2050.048828,104.156
2050.415039,111.401,2050.415039,108.775,2050.415039,105.235,2050.415039,104.159
2050.78125,111.4,2050.78125,108.782,2050.78125,105.239,2050.78125,104.162
2051.147461,111.399,2051.147461,108.788,2051.147461,105.243,2051.147461,104.166
2051.513672,111.398,2051.513672,108.794,2051.513672,105.248,2051.513672,104.169
2051.879883,111.397,2051.879883,108.8,2051.879883,105.252,2051.879883,104.172
2052.246094,111.396,2052.246094,108.807,2052.246094,105.256,2052.246094,104.176
2052.612305,111.395,2052.612305,108.813,2052.612305,105.26,2052.612305,104.179
2052.978516,111.394,2052.978516,108.819,2052.978516,105.264,2052.978516,104.182
2053.344727,111.392,2053.344727,108.825,2053.344727,105.268,2053.344727,104.186
2053.710938,111.391,2053.710938,108.832,2053.710938,105.272,2053.710938,104.189
2054.077148,111.39,2054.077148,108.838,2054.077148,105.276,2054.077148,104.192
2054.443359,111.389,2054.443359,108.844,2054.443359,105.28,2054.443359,104.196
2054.80957,111.388,2054.80957,108.851,2054.80957,105.284,2054.80957,104.199
2055.175781,111.387,2055.175781,108.857,2055.175781,105.288,2055.175781,104.202
2055.541992,111.385,2055.541992,108.863,2055.541992,105.292,2055.541992,104.206
2055.908203,111.384,2055.908203,108.87,2055.908203,105.296,2055.908203,104.209
2056.274414,111.383,2056.274414,108.876,2056.274414,105.3,2056.274414,104.212
2056.640625,111.381,2056.640625,108.882,2056.640625,105.304,2056.640625,104.216
2057.006836,111.38,2057.006836,108.889,2057.006836,105.309,2057.006836,104.219
