d3_l10,,d3_l15,,d3_l20,,,,,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),,,,
15938.23242,93.766,15938.23242,96.496,15938.23242,95.137,,,,
15938.59863,93.764,15938.59863,96.496,15938.59863,95.14,,,,
15938.96484,93.763,15938.96484,96.497,15938.96484,95.143,,,,
15939.33106,93.761,15939.33106,96.497,15939.33106,95.147,,,,
15939.69727,93.76,15939.69727,96.497,15939.69727,95.15,,,,
15940.06348,93.758,15940.06348,96.498,15940.06348,95.153,,,,
15940.42969,93.756,15940.42969,96.498,15940.42969,95.156,,,,
15940.7959,93.755,15940.7959,96.498,15940.7959,95.159,,,,
15941.16211,93.753,15941.16211,96.499,15941.16211,95.162,,,,
15941.52832,93.751,15941.52832,96.499,15941.52832,95.165,,,,
15941.89453,93.749,15941.89453,96.499,15941.89453,95.168,,,,
15942.26074,93.748,15942.26074,96.5,15942.26074,95.171,,,,
15942.62695,93.746,15942.62695,96.5,15942.62695,95.173,,,,
15942.99316,93.744,15942.99316,96.5,15942.99316,95.176,,,,
15943.35938,93.742,15943.35938,96.501,15943.35938,95.179,,,,
15943.72559,93.741,15943.72559,96.501,15943.72559,95.182,,,,
15944.0918,93.739,15944.0918,96.501,15944.0918,95.185,,,,
15944.45801,93.737,15944.45801,96.502,15944.45801,95.188,,,,
15944.82422,93.735,15944.82422,96.502,15944.82422,95.191,,,,
15945.19043,93.734,15945.19043,96.502,15945.19043,95.194,,,,
15945.55664,93.732,15945.55664,96.502,15945.55664,95.197,,,,
15945.92285,93.73,15945.92285,96.503,15945.92285,95.2,,,,
15946.28906,93.728,15946.28906,96.503,15946.28906,95.203,,,,
15946.65527,93.726,15946.65527,96.503,15946.65527,95.206,,,,
15947.02148,93.725,15947.02148,96.503,15947.02148,95.209,,,,
15947.3877,93.723,15947.3877,96.503,15947.3877,95.212,,,,
15947.75391,93.721,15947.75391,96.504,15947.75391,95.214,,,,
15948.12012,93.719,15948.12012,96.504,15948.12012,95.217,,,,
15948.48633,93.717,15948.48633,96.504,15948.48633,95.22,,,,
15948.85254,93.715,15948.85254,96.504,15948.85254,95.223,,,,
15949.21875,93.713,15949.21875,96.504,15949.21875,95.226,,,,
15949.58496,93.711,15949.58496,96.504,15949.58496,95.229,,,,
15949.95117,93.71,15949.95117,96.505,15949.95117,95.232,,,,
15950.31738,93.708,15950.31738,96.505,15950.31738,95.234,,,,
15950.68359,93.706,15950.68359,96.505,15950.68359,95.237,,,,
15951.04981,93.704,15951.04981,96.505,15951.04981,95.24,,,,
15951.41602,93.702,15951.41602,96.505,15951.41602,95.243,,,,
15951.78223,93.7,15951.78223,96.505,15951.78223,95.246,,,,
15952.14844,93.698,15952.14844,96.505,15952.14844,95.249,,,,
15952.51465,93.696,15952.51465,96.505,15952.51465,95.251,,,,
15952.88086,93.694,15952.88086,96.505,15952.88086,95.254,,,,
15953.24707,93.692,15953.24707,96.505,15953.24707,95.257,,,,
15953.61328,93.69,15953.61328,96.505,15953.61328,95.26,,,,
15953.97949,93.688,15953.97949,96.505,15953.97949,95.262,,,,
15954.3457,93.686,15954.3457,96.505,15954.3457,95.265,,,,
15954.71191,93.684,15954.71191,96.505,15954.71191,95.268,,,,
15955.07813,93.682,15955.07813,96.505,15955.07813,95.271,,,,
15955.44434,93.68,15955.44434,96.505,15955.44434,95.273,,,,
15955.81055,93.678,15955.81055,96.505,15955.81055,95.276,,,,
15956.17676,93.676,15956.17676,96.505,15956.17676,95.279,,,,
15956.54297,93.674,15956.54297,96.505,15956.54297,95.282,,,,
15956.90918,93.672,15956.90918,96.505,15956.90918,95.284,,,,
15957.27539,93.67,15957.27539,96.505,15957.27539,95.287,,,,
15957.6416,93.668,15957.6416,96.505,15957.6416,95.29,,,,
15958.00781,93.666,15958.00781,96.505,15958.00781,95.292,,,,
15958.37402,93.664,15958.37402,96.505,15958.37402,95.295,,,,
15958.74023,93.661,15958.74023,96.505,15958.74023,95.298,,,,
15959.10645,93.659,15959.10645,96.505,15959.10645,95.301,,,,
15959.47266,93.657,15959.47266,96.505,15959.47266,95.303,,,,
15959.83887,93.655,15959.83887,96.505,15959.83887,95.306,,,,
15960.20508,93.653,15960.20508,96.505,15960.20508,95.309,,,,
15960.57129,93.651,15960.57129,96.504,15960.57129,95.311,,,,
15960.9375,93.649,15960.9375,96.504,15960.9375,95.314,,,,
15961.30371,93.647,15961.30371,96.504,15961.30371,95.316,,,,
15961.66992,93.644,15961.66992,96.504,15961.66992,95.319,,,,
15962.03613,93.642,15962.03613,96.504,15962.03613,95.322,,,,
15962.40234,93.64,15962.40234,96.504,15962.40234,95.324,,,,
15962.76856,93.638,15962.76856,96.503,15962.76856,95.327,,,,
15963.13477,93.636,15963.13477,96.503,15963.13477,95.33,,,,
15963.50098,93.633,15963.50098,96.503,15963.50098,95.332,,,,
15963.86719,93.631,15963.86719,96.503,15963.86719,95.335,,,,
15964.2334,93.629,15964.2334,96.502,15964.2334,95.337,,,,
15964.59961,93.627,15964.59961,96.502,15964.59961,95.34,,,,
15964.96582,93.624,15964.96582,96.502,15964.96582,95.343,,,,
15965.33203,93.622,15965.33203,96.502,15965.33203,95.345,,,,
15965.69824,93.62,15965.69824,96.501,15965.69824,95.348,,,,
15966.06445,93.618,15966.06445,96.501,15966.06445,95.35,,,,
15966.43066,93.615,15966.43066,96.501,15966.43066,95.353,,,,
15966.79688,93.613,15966.79688,96.501,15966.79688,95.355,,,,
15967.16309,93.611,15967.16309,96.5,15967.16309,95.358,,,,
15967.5293,93.609,15967.5293,96.5,15967.5293,95.36,,,,
15967.89551,93.606,15967.89551,96.5,15967.89551,95.363,,,,
15968.26172,93.604,15968.26172,96.499,15968.26172,95.365,,,,
15968.62793,93.602,15968.62793,96.499,15968.62793,95.368,,,,
15968.99414,93.599,15968.99414,96.499,15968.99414,95.37,,,,
15969.36035,93.597,15969.36035,96.498,15969.36035,95.373,,,,
15969.72656,93.595,15969.72656,96.498,15969.72656,95.375,,,,
15970.09277,93.592,15970.09277,96.497,15970.09277,95.378,,,,
15970.45898,93.59,15970.45898,96.497,15970.45898,95.38,,,,
15970.8252,93.587,15970.8252,96.497,15970.8252,95.383,,,,
15971.19141,93.585,15971.19141,96.496,15971.19141,95.385,,,,
15971.55762,93.583,15971.55762,96.496,15971.55762,95.388,,,,
15971.92383,93.58,15971.92383,96.495,15971.92383,95.39,,,,
15972.29004,93.578,15972.29004,96.495,15972.29004,95.392,,,,
15972.65625,93.575,15972.65625,96.495,15972.65625,95.395,,,,
15973.02246,93.573,15973.02246,96.494,15973.02246,95.397,,,,
15973.38867,93.571,15973.38867,96.494,15973.38867,95.4,,,,
15973.75488,93.568,15973.75488,96.493,15973.75488,95.402,,,,
15974.12109,93.566,15974.12109,96.493,15974.12109,95.405,,,,
15974.48731,93.563,15974.48731,96.492,15974.48731,95.407,,,,
15974.85352,93.561,15974.85352,96.492,15974.85352,95.409,,,,
15975.21973,93.558,15975.21973,96.491,15975.21973,95.412,,,,
15975.58594,93.556,15975.58594,96.491,15975.58594,95.414,,,,
15975.95215,93.553,15975.95215,96.49,15975.95215,95.416,,,,
15976.31836,93.551,15976.31836,96.49,15976.31836,95.419,,,,
15976.68457,93.548,15976.68457,96.489,15976.68457,95.421,,,,
15977.05078,93.546,15977.05078,96.488,15977.05078,95.423,,,,
15977.41699,93.543,15977.41699,96.488,15977.41699,95.426,,,,
15977.7832,93.541,15977.7832,96.487,15977.7832,95.428,,,,
15978.14941,93.538,15978.14941,96.487,15978.14941,95.43,,,,
15978.51563,93.536,15978.51563,96.486,15978.51563,95.433,,,,
15978.88184,93.533,15978.88184,96.485,15978.88184,95.435,,,,
15979.24805,93.53,15979.24805,96.485,15979.24805,95.437,,,,
15979.61426,93.528,15979.61426,96.484,15979.61426,95.44,,,,
15979.98047,93.525,15979.98047,96.484,15979.98047,95.442,,,,
15980.34668,93.523,15980.34668,96.483,15980.34668,95.444,,,,
15980.71289,93.52,15980.71289,96.482,15980.71289,95.446,,,,
15981.0791,93.518,15981.0791,96.482,15981.0791,95.449,,,,
15981.44531,93.515,15981.44531,96.481,15981.44531,95.451,,,,
15981.81152,93.512,15981.81152,96.48,15981.81152,95.453,,,,
15982.17773,93.51,15982.17773,96.48,15982.17773,95.455,,,,
15982.54395,93.507,15982.54395,96.479,15982.54395,95.458,,,,
15982.91016,93.504,15982.91016,96.478,15982.91016,95.46,,,,
15983.27637,93.502,15983.27637,96.477,15983.27637,95.462,,,,
15983.64258,93.499,15983.64258,96.477,15983.64258,95.464,,,,
15984.00879,93.496,15984.00879,96.476,15984.00879,95.467,,,,
15984.375,93.494,15984.375,96.475,15984.375,95.469,,,,
15984.74121,93.491,15984.74121,96.475,15984.74121,95.471,,,,
15985.10742,93.488,15985.10742,96.474,15985.10742,95.473,,,,
15985.47363,93.486,15985.47363,96.473,15985.47363,95.475,,,,
15985.83984,93.483,15985.83984,96.472,15985.83984,95.477,,,,
15986.20606,93.48,15986.20606,96.471,15986.20606,95.48,,,,
15986.57227,93.477,15986.57227,96.471,15986.57227,95.482,,,,
15986.93848,93.475,15986.93848,96.47,15986.93848,95.484,,,,
15987.30469,93.472,15987.30469,96.469,15987.30469,95.486,,,,
15987.6709,93.469,15987.6709,96.468,15987.6709,95.488,,,,
15988.03711,93.466,15988.03711,96.467,15988.03711,95.49,,,,
15988.40332,93.464,15988.40332,96.466,15988.40332,95.492,,,,
15988.76953,93.461,15988.76953,96.466,15988.76953,95.494,,,,
15989.13574,93.458,15989.13574,96.465,15989.13574,95.497,,,,
15989.50195,93.455,15989.50195,96.464,15989.50195,95.499,,,,
15989.86816,93.453,15989.86816,96.463,15989.86816,95.501,,,,
15990.23438,93.45,15990.23438,96.462,15990.23438,95.503,,,,
15990.60059,93.447,15990.60059,96.461,15990.60059,95.505,,,,
15990.9668,93.444,15990.9668,96.46,15990.9668,95.507,,,,
15991.33301,93.441,15991.33301,96.459,15991.33301,95.509,,,,
15991.69922,93.438,15991.69922,96.458,15991.69922,95.511,,,,
15992.06543,93.436,15992.06543,96.457,15992.06543,95.513,,,,
15992.43164,93.433,15992.43164,96.456,15992.43164,95.515,,,,
15992.79785,93.43,15992.79785,96.456,15992.79785,95.517,,,,
15993.16406,93.427,15993.16406,96.455,15993.16406,95.519,,,,
15993.53027,93.424,15993.53027,96.454,15993.53027,95.521,,,,
15993.89648,93.421,15993.89648,96.453,15993.89648,95.523,,,,
15994.2627,93.418,15994.2627,96.452,15994.2627,95.525,,,,
15994.62891,93.415,15994.62891,96.451,15994.62891,95.527,,,,
15994.99512,93.412,15994.99512,96.45,15994.99512,95.529,,,,
15995.36133,93.41,15995.36133,96.449,15995.36133,95.531,,,,
15995.72754,93.407,15995.72754,96.448,15995.72754,95.533,,,,
15996.09375,93.404,15996.09375,96.446,15996.09375,95.535,,,,
15996.45996,93.401,15996.45996,96.445,15996.45996,95.537,,,,
15996.82617,93.398,15996.82617,96.444,15996.82617,95.539,,,,
15997.19238,93.395,15997.19238,96.443,15997.19238,95.541,,,,
15997.55859,93.392,15997.55859,96.442,15997.55859,95.543,,,,
15997.92481,93.389,15997.92481,96.441,15997.92481,95.545,,,,
15998.29102,93.386,15998.29102,96.44,15998.29102,95.547,,,,
15998.65723,93.383,15998.65723,96.439,15998.65723,95.548,,,,
15999.02344,93.38,15999.02344,96.438,15999.02344,95.55,,,,
15999.38965,93.377,15999.38965,96.437,15999.38965,95.552,,,,
15999.75586,93.374,15999.75586,96.436,15999.75586,95.554,,,,
16000.12207,93.371,16000.12207,96.434,16000.12207,95.556,,,,
16000.48828,93.368,16000.48828,96.433,16000.48828,95.558,,,,
16000.85449,93.365,16000.85449,96.432,16000.85449,95.56,,,,
16001.2207,93.362,16001.2207,96.431,16001.2207,95.562,,,,
16001.58691,93.359,16001.58691,96.43,16001.58691,95.563,,,,
16001.95313,93.356,16001.95313,96.428,16001.95313,95.565,,,,
16002.31934,93.352,16002.31934,96.427,16002.31934,95.567,,,,
16002.68555,93.349,16002.68555,96.426,16002.68555,95.569,,,,
16003.05176,93.346,16003.05176,96.425,16003.05176,95.571,,,,
16003.41797,93.343,16003.41797,96.424,16003.41797,95.573,,,,
16003.78418,93.34,16003.78418,96.422,16003.78418,95.574,,,,
16004.15039,93.337,16004.15039,96.421,16004.15039,95.576,,,,
16004.5166,93.334,16004.5166,96.42,16004.5166,95.578,,,,
16004.88281,93.331,16004.88281,96.419,16004.88281,95.58,,,,
16005.24902,93.328,16005.24902,96.417,16005.24902,95.581,,,,
16005.61523,93.324,16005.61523,96.416,16005.61523,95.583,,,,
16005.98145,93.321,16005.98145,96.415,16005.98145,95.585,,,,
16006.34766,93.318,16006.34766,96.413,16006.34766,95.587,,,,
16006.71387,93.315,16006.71387,96.412,16006.71387,95.588,,,,
16007.08008,93.312,16007.08008,96.411,16007.08008,95.59,,,,
16007.44629,93.309,16007.44629,96.409,16007.44629,95.592,,,,
16007.8125,93.305,16007.8125,96.408,16007.8125,95.594,,,,
16008.17871,93.302,16008.17871,96.407,16008.17871,95.595,,,,
16008.54492,93.299,16008.54492,96.405,16008.54492,95.597,,,,
16008.91113,93.296,16008.91113,96.404,16008.91113,95.599,,,,
16009.27734,93.293,16009.27734,96.403,16009.27734,95.6,,,,
16009.64356,93.289,16009.64356,96.401,16009.64356,95.602,,,,
16010.00977,93.286,16010.00977,96.4,16010.00977,95.604,,,,
16010.37598,93.283,16010.37598,96.399,16010.37598,95.605,,,,
16010.74219,93.28,16010.74219,96.397,16010.74219,95.607,,,,
16011.1084,93.276,16011.1084,96.396,16011.1084,95.609,,,,
16011.47461,93.273,16011.47461,96.394,16011.47461,95.61,,,,
16011.84082,93.27,16011.84082,96.393,16011.84082,95.612,,,,
16012.20703,93.267,16012.20703,96.391,16012.20703,95.613,,,,
16012.57324,93.263,16012.57324,96.39,16012.57324,95.615,,,,
16012.93945,93.26,16012.93945,96.388,16012.93945,95.617,,,,
16013.30566,93.257,16013.30566,96.387,16013.30566,95.618,,,,
16013.67188,93.253,16013.67188,96.385,16013.67188,95.62,,,,
16014.03809,93.25,16014.03809,96.384,16014.03809,95.621,,,,
16014.4043,93.247,16014.4043,96.382,16014.4043,95.623,,,,
16014.77051,93.243,16014.77051,96.381,16014.77051,95.624,,,,
16015.13672,93.24,16015.13672,96.379,16015.13672,95.626,,,,
16015.50293,93.237,16015.50293,96.378,16015.50293,95.628,,,,
16015.86914,93.233,16015.86914,96.376,16015.86914,95.629,,,,
16016.23535,93.23,16016.23535,96.375,16016.23535,95.631,,,,
16016.60156,93.226,16016.60156,96.373,16016.60156,95.632,,,,
16016.96777,93.223,16016.96777,96.372,16016.96777,95.634,,,,
16017.33398,93.22,16017.33398,96.37,16017.33398,95.635,,,,
16017.7002,93.216,16017.7002,96.368,16017.7002,95.637,,,,
16018.06641,93.213,16018.06641,96.367,16018.06641,95.638,,,,
16018.43262,93.209,16018.43262,96.365,16018.43262,95.64,,,,
16018.79883,93.206,16018.79883,96.364,16018.79883,95.641,,,,
16019.16504,93.203,16019.16504,96.362,16019.16504,95.642,,,,
16019.53125,93.199,16019.53125,96.36,16019.53125,95.644,,,,
16019.89746,93.196,16019.89746,96.359,16019.89746,95.645,,,,
16020.26367,93.192,16020.26367,96.357,16020.26367,95.647,,,,
16020.62988,93.189,16020.62988,96.355,16020.62988,95.648,,,,
16020.99609,93.185,16020.99609,96.354,16020.99609,95.65,,,,
16021.36231,93.182,16021.36231,96.352,16021.36231,95.651,,,,
16021.72852,93.178,16021.72852,96.35,16021.72852,95.652,,,,
16022.09473,93.175,16022.09473,96.349,16022.09473,95.654,,,,
16022.46094,93.171,16022.46094,96.347,16022.46094,95.655,,,,
16022.82715,93.168,16022.82715,96.345,16022.82715,95.657,,,,
16023.19336,93.164,16023.19336,96.344,16023.19336,95.658,,,,
16023.55957,93.161,16023.55957,96.342,16023.55957,95.659,,,,
16023.92578,93.157,16023.92578,96.34,16023.92578,95.661,,,,
16024.29199,93.154,16024.29199,96.338,16024.29199,95.662,,,,
16024.6582,93.15,16024.6582,96.337,16024.6582,95.663,,,,
16025.02441,93.147,16025.02441,96.335,16025.02441,95.665,,,,
16025.39063,93.143,16025.39063,96.333,16025.39063,95.666,,,,
16025.75684,93.139,16025.75684,96.331,16025.75684,95.667,,,,
16026.12305,93.136,16026.12305,96.329,16026.12305,95.669,,,,
16026.48926,93.132,16026.48926,96.328,16026.48926,95.67,,,,
16026.85547,93.129,16026.85547,96.326,16026.85547,95.671,,,,
16027.22168,93.125,16027.22168,96.324,16027.22168,95.673,,,,
16027.58789,93.121,16027.58789,96.322,16027.58789,95.674,,,,
16027.9541,93.118,16027.9541,96.32,16027.9541,95.675,,,,
16028.32031,93.114,16028.32031,96.318,16028.32031,95.676,,,,
16028.68652,93.111,16028.68652,96.317,16028.68652,95.678,,,,
16029.05273,93.107,16029.05273,96.315,16029.05273,95.679,,,,
16029.41895,93.103,16029.41895,96.313,16029.41895,95.68,,,,
16029.78516,93.1,16029.78516,96.311,16029.78516,95.681,,,,
16030.15137,93.096,16030.15137,96.309,16030.15137,95.682,,,,
16030.51758,93.092,16030.51758,96.307,16030.51758,95.684,,,,
16030.88379,93.089,16030.88379,96.305,16030.88379,95.685,,,,
16031.25,93.085,16031.25,96.303,16031.25,95.686,,,,
16031.61621,93.081,16031.61621,96.301,16031.61621,95.687,,,,
16031.98242,93.078,16031.98242,96.299,16031.98242,95.688,,,,
16032.34863,93.074,16032.34863,96.297,16032.34863,95.69,,,,
16032.71484,93.07,16032.71484,96.295,16032.71484,95.691,,,,
16033.08106,93.066,16033.08106,96.293,16033.08106,95.692,,,,
16033.44727,93.063,16033.44727,96.292,16033.44727,95.693,,,,
16033.81348,93.059,16033.81348,96.29,16033.81348,95.694,,,,
16034.17969,93.055,16034.17969,96.288,16034.17969,95.695,,,,
16034.5459,93.051,16034.5459,96.285,16034.5459,95.696,,,,
16034.91211,93.048,16034.91211,96.283,16034.91211,95.697,,,,
16035.27832,93.044,16035.27832,96.281,16035.27832,95.699,,,,
16035.64453,93.04,16035.64453,96.279,16035.64453,95.7,,,,
16036.01074,93.036,16036.01074,96.277,16036.01074,95.701,,,,
16036.37695,93.033,16036.37695,96.275,16036.37695,95.702,,,,
16036.74316,93.029,16036.74316,96.273,16036.74316,95.703,,,,
16037.10938,93.025,16037.10938,96.271,16037.10938,95.704,,,,
16037.47559,93.021,16037.47559,96.269,16037.47559,95.705,,,,
16037.8418,93.017,16037.8418,96.267,16037.8418,95.706,,,,
16038.20801,93.013,16038.20801,96.265,16038.20801,95.707,,,,
16038.57422,93.01,16038.57422,96.263,16038.57422,95.708,,,,
16038.94043,93.006,16038.94043,96.261,16038.94043,95.709,,,,
16039.30664,93.002,16039.30664,96.259,16039.30664,95.71,,,,
16039.67285,92.998,16039.67285,96.256,16039.67285,95.711,,,,
16040.03906,92.994,16040.03906,96.254,16040.03906,95.712,,,,
16040.40527,92.99,16040.40527,96.252,16040.40527,95.713,,,,
16040.77148,92.986,16040.77148,96.25,16040.77148,95.714,,,,
16041.1377,92.983,16041.1377,96.248,16041.1377,95.715,,,,
16041.50391,92.979,16041.50391,96.246,16041.50391,95.716,,,,
16041.87012,92.975,16041.87012,96.243,16041.87012,95.717,,,,
16042.23633,92.971,16042.23633,96.241,16042.23633,95.718,,,,
16042.60254,92.967,16042.60254,96.239,16042.60254,95.719,,,,
16042.96875,92.963,16042.96875,96.237,16042.96875,95.72,,,,
16043.33496,92.959,16043.33496,96.235,16043.33496,95.721,,,,
16043.70117,92.955,16043.70117,96.232,16043.70117,95.721,,,,
16044.06738,92.951,16044.06738,96.23,16044.06738,95.722,,,,
16044.43359,92.947,16044.43359,96.228,16044.43359,95.723,,,,
16044.79981,92.943,16044.79981,96.226,16044.79981,95.724,,,,
16045.16602,92.939,16045.16602,96.223,16045.16602,95.725,,,,
16045.53223,92.935,16045.53223,96.221,16045.53223,95.726,,,,
16045.89844,92.931,16045.89844,96.219,16045.89844,95.727,,,,
16046.26465,92.927,16046.26465,96.216,16046.26465,95.727,,,,
16046.63086,92.923,16046.63086,96.214,16046.63086,95.728,,,,
16046.99707,92.919,16046.99707,96.212,16046.99707,95.729,,,,
16047.36328,92.915,16047.36328,96.209,16047.36328,95.73,,,,
16047.72949,92.911,16047.72949,96.207,16047.72949,95.731,,,,
16048.0957,92.907,16048.0957,96.205,16048.0957,95.732,,,,
16048.46191,92.903,16048.46191,96.202,16048.46191,95.732,,,,
16048.82813,92.899,16048.82813,96.2,16048.82813,95.733,,,,
16049.19434,92.895,16049.19434,96.198,16049.19434,95.734,,,,
16049.56055,92.891,16049.56055,96.195,16049.56055,95.735,,,,
16049.92676,92.887,16049.92676,96.193,16049.92676,95.735,,,,
16050.29297,92.883,16050.29297,96.191,16050.29297,95.736,,,,
16050.65918,92.879,16050.65918,96.188,16050.65918,95.737,,,,
16051.02539,92.875,16051.02539,96.186,16051.02539,95.738,,,,
16051.3916,92.871,16051.3916,96.183,16051.3916,95.738,,,,
16051.75781,92.866,16051.75781,96.181,16051.75781,95.739,,,,
16052.12402,92.862,16052.12402,96.178,16052.12402,95.74,,,,
16052.49023,92.858,16052.49023,96.176,16052.49023,95.74,,,,
16052.85645,92.854,16052.85645,96.174,16052.85645,95.741,,,,
16053.22266,92.85,16053.22266,96.171,16053.22266,95.742,,,,
16053.58887,92.846,16053.58887,96.169,16053.58887,95.743,,,,
16053.95508,92.842,16053.95508,96.166,16053.95508,95.743,,,,
16054.32129,92.838,16054.32129,96.164,16054.32129,95.744,,,,
16054.6875,92.833,16054.6875,96.161,16054.6875,95.744,,,,
16055.05371,92.829,16055.05371,96.159,16055.05371,95.745,,,,
16055.41992,92.825,16055.41992,96.156,16055.41992,95.746,,,,
16055.78613,92.821,16055.78613,96.154,16055.78613,95.746,,,,
16056.15234,92.817,16056.15234,96.151,16056.15234,95.747,,,,
16056.51856,92.812,16056.51856,96.148,16056.51856,95.748,,,,
16056.88477,92.808,16056.88477,96.146,16056.88477,95.748,,,,
16057.25098,92.804,16057.25098,96.143,16057.25098,95.749,,,,
16057.61719,92.8,16057.61719,96.141,16057.61719,95.749,,,,
16057.9834,92.796,16057.9834,96.138,16057.9834,95.75,,,,
16058.34961,92.791,16058.34961,96.136,16058.34961,95.75,,,,
16058.71582,92.787,16058.71582,96.133,16058.71582,95.751,,,,
16059.08203,92.783,16059.08203,96.13,16059.08203,95.751,,,,
16059.44824,92.779,16059.44824,96.128,16059.44824,95.752,,,,
16059.81445,92.774,16059.81445,96.125,16059.81445,95.753,,,,
16060.18066,92.77,16060.18066,96.122,16060.18066,95.753,,,,
16060.54688,92.766,16060.54688,96.12,16060.54688,95.754,,,,
16060.91309,92.761,16060.91309,96.117,16060.91309,95.754,,,,
16061.2793,92.757,16061.2793,96.114,16061.2793,95.755,,,,
16061.64551,92.753,16061.64551,96.112,16061.64551,95.755,,,,
16062.01172,92.748,16062.01172,96.109,16062.01172,95.755,,,,
16062.37793,92.744,16062.37793,96.106,16062.37793,95.756,,,,
16062.74414,92.74,16062.74414,96.104,16062.74414,95.756,,,,
16063.11035,92.735,16063.11035,96.101,16063.11035,95.757,,,,
16063.47656,92.731,16063.47656,96.098,16063.47656,95.757,,,,
16063.84277,92.727,16063.84277,96.096,16063.84277,95.758,,,,
16064.20898,92.722,16064.20898,96.093,16064.20898,95.758,,,,
16064.5752,92.718,16064.5752,96.09,16064.5752,95.758,,,,
16064.94141,92.714,16064.94141,96.087,16064.94141,95.759,,,,
16065.30762,92.709,16065.30762,96.085,16065.30762,95.759,,,,
16065.67383,92.705,16065.67383,96.082,16065.67383,95.76,,,,
16066.04004,92.701,16066.04004,96.079,16066.04004,95.76,,,,
16066.40625,92.696,16066.40625,96.076,16066.40625,95.76,,,,
16066.77246,92.692,16066.77246,96.073,16066.77246,95.761,,,,
16067.13867,92.687,16067.13867,96.071,16067.13867,95.761,,,,
16067.50488,92.683,16067.50488,96.068,16067.50488,95.761,,,,
16067.87109,92.678,16067.87109,96.065,16067.87109,95.762,,,,
16068.23731,92.674,16068.23731,96.062,16068.23731,95.762,,,,
16068.60352,92.67,16068.60352,96.059,16068.60352,95.762,,,,
16068.96973,92.665,16068.96973,96.056,16068.96973,95.763,,,,
16069.33594,92.661,16069.33594,96.054,16069.33594,95.763,,,,
16069.70215,92.656,16069.70215,96.051,16069.70215,95.763,,,,
16070.06836,92.652,16070.06836,96.048,16070.06836,95.763,,,,
16070.43457,92.647,16070.43457,96.045,16070.43457,95.764,,,,
16070.80078,92.643,16070.80078,96.042,16070.80078,95.764,,,,
16071.16699,92.638,16071.16699,96.039,16071.16699,95.764,,,,
16071.5332,92.634,16071.5332,96.036,16071.5332,95.764,,,,
16071.89941,92.629,16071.89941,96.033,16071.89941,95.765,,,,
16072.26563,92.625,16072.26563,96.03,16072.26563,95.765,,,,
16072.63184,92.62,16072.63184,96.027,16072.63184,95.765,,,,
16072.99805,92.616,16072.99805,96.024,16072.99805,95.765,,,,
16073.36426,92.611,16073.36426,96.022,16073.36426,95.766,,,,
16073.73047,92.607,16073.73047,96.019,16073.73047,95.766,,,,
16074.09668,92.602,16074.09668,96.016,16074.09668,95.766,,,,
16074.46289,92.598,16074.46289,96.013,16074.46289,95.766,,,,
16074.8291,92.593,16074.8291,96.01,16074.8291,95.766,,,,
16075.19531,92.588,16075.19531,96.007,16075.19531,95.766,,,,
16075.56152,92.584,16075.56152,96.004,16075.56152,95.766,,,,
16075.92773,92.579,16075.92773,96.001,16075.92773,95.767,,,,
16076.29395,92.575,16076.29395,95.998,16076.29395,95.767,,,,
16076.66016,92.57,16076.66016,95.995,16076.66016,95.767,,,,
16077.02637,92.565,16077.02637,95.991,16077.02637,95.767,,,,
16077.39258,92.561,16077.39258,95.988,16077.39258,95.767,,,,
16077.75879,92.556,16077.75879,95.985,16077.75879,95.767,,,,
16078.125,92.552,16078.125,95.982,16078.125,95.767,,,,
16078.49121,92.547,16078.49121,95.979,16078.49121,95.767,,,,
16078.85742,92.542,16078.85742,95.976,16078.85742,95.767,,,,
16079.22363,92.538,16079.22363,95.973,16079.22363,95.767,,,,
16079.58984,92.533,16079.58984,95.97,16079.58984,95.767,,,,
16079.95606,92.528,16079.95606,95.967,16079.95606,95.767,,,,
16080.32227,92.524,16080.32227,95.964,16080.32227,95.767,,,,
16080.68848,92.519,16080.68848,95.961,16080.68848,95.767,,,,
16081.05469,92.514,16081.05469,95.957,16081.05469,95.767,,,,
16081.4209,92.51,16081.4209,95.954,16081.4209,95.767,,,,
16081.78711,92.505,16081.78711,95.951,16081.78711,95.767,,,,
16082.15332,92.5,16082.15332,95.948,16082.15332,95.767,,,,
16082.51953,92.495,16082.51953,95.945,16082.51953,95.767,,,,
16082.88574,92.491,16082.88574,95.942,16082.88574,95.767,,,,
16083.25195,92.486,16083.25195,95.938,16083.25195,95.767,,,,
16083.61816,92.481,16083.61816,95.935,16083.61816,95.767,,,,
16083.98438,92.477,16083.98438,95.932,16083.98438,95.767,,,,
16084.35059,92.472,16084.35059,95.929,16084.35059,95.767,,,,
16084.7168,92.467,16084.7168,95.925,16084.7168,95.767,,,,
16085.08301,92.462,16085.08301,95.922,16085.08301,95.767,,,,
16085.44922,92.457,16085.44922,95.919,16085.44922,95.767,,,,
16085.81543,92.453,16085.81543,95.916,16085.81543,95.767,,,,
16086.18164,92.448,16086.18164,95.912,16086.18164,95.767,,,,
16086.54785,92.443,16086.54785,95.909,16086.54785,95.766,,,,
16086.91406,92.438,16086.91406,95.906,16086.91406,95.766,,,,
16087.28027,92.434,16087.28027,95.903,16087.28027,95.766,,,,
16087.64648,92.429,16087.64648,95.899,16087.64648,95.766,,,,
