d3_l10,,d3_l15,,d3_l20,,,,,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),,,,
5607.788086,91.079,5607.788086,94.727,5607.788086,98.805,,,,
5608.154297,91.082,5608.154297,94.73,5608.154297,98.81,,,,
5608.520508,91.085,5608.520508,94.734,5608.520508,98.816,,,,
5608.886719,91.088,5608.886719,94.738,5608.886719,98.821,,,,
5609.25293,91.091,5609.25293,94.741,5609.25293,98.827,,,,
5609.619141,91.095,5609.619141,94.745,5609.619141,98.832,,,,
5609.985352,91.098,5609.985352,94.749,5609.985352,98.838,,,,
5610.351562,91.101,5610.351562,94.752,5610.351562,98.843,,,,
5610.717773,91.104,5610.717773,94.756,5610.717773,98.849,,,,
5611.083984,91.107,5611.083984,94.76,5611.083984,98.855,,,,
5611.450195,91.111,5611.450195,94.763,5611.450195,98.86,,,,
5611.816406,91.114,5611.816406,94.767,5611.816406,98.866,,,,
5612.182617,91.117,5612.182617,94.771,5612.182617,98.871,,,,
5612.548828,91.12,5612.548828,94.775,5612.548828,98.877,,,,
5612.915039,91.124,5612.915039,94.778,5612.915039,98.882,,,,
5613.28125,91.127,5613.28125,94.782,5613.28125,98.888,,,,
5613.647461,91.13,5613.647461,94.786,5613.647461,98.894,,,,
5614.013672,91.133,5614.013672,94.789,5614.013672,98.899,,,,
5614.379883,91.136,5614.379883,94.793,5614.379883,98.905,,,,
5614.746094,91.14,5614.746094,94.797,5614.746094,98.91,,,,
5615.112305,91.143,5615.112305,94.8,5615.112305,98.916,,,,
5615.478516,91.146,5615.478516,94.804,5615.478516,98.921,,,,
5615.844727,91.149,5615.844727,94.808,5615.844727,98.927,,,,
5616.210938,91.153,5616.210938,94.812,5616.210938,98.933,,,,
5616.577148,91.156,5616.577148,94.815,5616.577148,98.938,,,,
5616.943359,91.159,5616.943359,94.819,5616.943359,98.944,,,,
5617.30957,91.162,5617.30957,94.823,5617.30957,98.949,,,,
5617.675781,91.165,5617.675781,94.826,5617.675781,98.955,,,,
5618.041992,91.169,5618.041992,94.83,5618.041992,98.961,,,,
5618.408203,91.172,5618.408203,94.834,5618.408203,98.966,,,,
5618.774414,91.175,5618.774414,94.838,5618.774414,98.972,,,,
5619.140625,91.178,5619.140625,94.841,5619.140625,98.977,,,,
5619.506836,91.182,5619.506836,94.845,5619.506836,98.983,,,,
5619.873047,91.185,5619.873047,94.849,5619.873047,98.989,,,,
5620.239258,91.188,5620.239258,94.853,5620.239258,98.994,,,,
5620.605469,91.191,5620.605469,94.856,5620.605469,99,,,,
5620.97168,91.195,5620.97168,94.86,5620.97168,99.005,,,,
5621.337891,91.198,5621.337891,94.864,5621.337891,99.011,,,,
5621.704102,91.201,5621.704102,94.867,5621.704102,99.017,,,,
5622.070312,91.204,5622.070312,94.871,5622.070312,99.022,,,,
5622.436523,91.208,5622.436523,94.875,5622.436523,99.028,,,,
5622.802734,91.211,5622.802734,94.879,5622.802734,99.033,,,,
5623.168945,91.214,5623.168945,94.882,5623.168945,99.039,,,,
5623.535156,91.217,5623.535156,94.886,5623.535156,99.045,,,,
5623.901367,91.221,5623.901367,94.89,5623.901367,99.05,,,,
5624.267578,91.224,5624.267578,94.894,5624.267578,99.056,,,,
5624.633789,91.227,5624.633789,94.897,5624.633789,99.062,,,,
5625,91.23,5625,94.901,5625,99.067,,,,
5625.366211,91.234,5625.366211,94.905,5625.366211,99.073,,,,
5625.732422,91.237,5625.732422,94.909,5625.732422,99.079,,,,
5626.098633,91.24,5626.098633,94.912,5626.098633,99.084,,,,
5626.464844,91.243,5626.464844,94.916,5626.464844,99.09,,,,
5626.831055,91.247,5626.831055,94.92,5626.831055,99.095,,,,
5627.197266,91.25,5627.197266,94.924,5627.197266,99.101,,,,
5627.563477,91.253,5627.563477,94.927,5627.563477,99.107,,,,
5627.929688,91.256,5627.929688,94.931,5627.929688,99.112,,,,
5628.295898,91.26,5628.295898,94.935,5628.295898,99.118,,,,
5628.662109,91.263,5628.662109,94.939,5628.662109,99.124,,,,
5629.02832,91.266,5629.02832,94.942,5629.02832,99.129,,,,
5629.394531,91.269,5629.394531,94.946,5629.394531,99.135,,,,
5629.760742,91.273,5629.760742,94.95,5629.760742,99.141,,,,
5630.126953,91.276,5630.126953,94.954,5630.126953,99.146,,,,
5630.493164,91.279,5630.493164,94.957,5630.493164,99.152,,,,
5630.859375,91.282,5630.859375,94.961,5630.859375,99.158,,,,
5631.225586,91.286,5631.225586,94.965,5631.225586,99.163,,,,
5631.591797,91.289,5631.591797,94.969,5631.591797,99.169,,,,
5631.958008,91.292,5631.958008,94.972,5631.958008,99.175,,,,
5632.324219,91.295,5632.324219,94.976,5632.324219,99.18,,,,
5632.69043,91.299,5632.69043,94.98,5632.69043,99.186,,,,
5633.056641,91.302,5633.056641,94.984,5633.056641,99.192,,,,
5633.422852,91.305,5633.422852,94.987,5633.422852,99.197,,,,
5633.789062,91.309,5633.789062,94.991,5633.789062,99.203,,,,
5634.155273,91.312,5634.155273,94.995,5634.155273,99.209,,,,
5634.521484,91.315,5634.521484,94.999,5634.521484,99.214,,,,
5634.887695,91.318,5634.887695,95.003,5634.887695,99.22,,,,
5635.253906,91.322,5635.253906,95.006,5635.253906,99.226,,,,
5635.620117,91.325,5635.620117,95.01,5635.620117,99.231,,,,
5635.986328,91.328,5635.986328,95.014,5635.986328,99.237,,,,
5636.352539,91.331,5636.352539,95.018,5636.352539,99.243,,,,
5636.71875,91.335,5636.71875,95.021,5636.71875,99.249,,,,
5637.084961,91.338,5637.084961,95.025,5637.084961,99.254,,,,
5637.451172,91.341,5637.451172,95.029,5637.451172,99.26,,,,
5637.817383,91.345,5637.817383,95.033,5637.817383,99.266,,,,
5638.183594,91.348,5638.183594,95.037,5638.183594,99.271,,,,
5638.549805,91.351,5638.549805,95.04,5638.549805,99.277,,,,
5638.916016,91.354,5638.916016,95.044,5638.916016,99.283,,,,
5639.282227,91.358,5639.282227,95.048,5639.282227,99.288,,,,
5639.648438,91.361,5639.648438,95.052,5639.648438,99.294,,,,
5640.014648,91.364,5640.014648,95.056,5640.014648,99.3,,,,
5640.380859,91.368,5640.380859,95.059,5640.380859,99.306,,,,
5640.74707,91.371,5640.74707,95.063,5640.74707,99.311,,,,
5641.113281,91.374,5641.113281,95.067,5641.113281,99.317,,,,
5641.479492,91.377,5641.479492,95.071,5641.479492,99.323,,,,
5641.845703,91.381,5641.845703,95.074,5641.845703,99.328,,,,
5642.211914,91.384,5642.211914,95.078,5642.211914,99.334,,,,
5642.578125,91.387,5642.578125,95.082,5642.578125,99.34,,,,
5642.944336,91.391,5642.944336,95.086,5642.944336,99.346,,,,
5643.310547,91.394,5643.310547,95.09,5643.310547,99.351,,,,
5643.676758,91.397,5643.676758,95.093,5643.676758,99.357,,,,
5644.042969,91.4,5644.042969,95.097,5644.042969,99.363,,,,
5644.40918,91.404,5644.40918,95.101,5644.40918,99.369,,,,
5644.775391,91.407,5644.775391,95.105,5644.775391,99.374,,,,
5645.141602,91.41,5645.141602,95.109,5645.141602,99.38,,,,
5645.507812,91.414,5645.507812,95.113,5645.507812,99.386,,,,
5645.874023,91.417,5645.874023,95.116,5645.874023,99.391,,,,
5646.240234,91.42,5646.240234,95.12,5646.240234,99.397,,,,
5646.606445,91.424,5646.606445,95.124,5646.606445,99.403,,,,
5646.972656,91.427,5646.972656,95.128,5646.972656,99.409,,,,
5647.338867,91.43,5647.338867,95.132,5647.338867,99.414,,,,
5647.705078,91.433,5647.705078,95.135,5647.705078,99.42,,,,
5648.071289,91.437,5648.071289,95.139,5648.071289,99.426,,,,
5648.4375,91.44,5648.4375,95.143,5648.4375,99.432,,,,
5648.803711,91.443,5648.803711,95.147,5648.803711,99.438,,,,
5649.169922,91.447,5649.169922,95.151,5649.169922,99.443,,,,
5649.536133,91.45,5649.536133,95.155,5649.536133,99.449,,,,
5649.902344,91.453,5649.902344,95.158,5649.902344,99.455,,,,
5650.268555,91.457,5650.268555,95.162,5650.268555,99.461,,,,
5650.634766,91.46,5650.634766,95.166,5650.634766,99.466,,,,
5651.000977,91.463,5651.000977,95.17,5651.000977,99.472,,,,
5651.367188,91.467,5651.367188,95.174,5651.367188,99.478,,,,
5651.733398,91.47,5651.733398,95.177,5651.733398,99.484,,,,
5652.099609,91.473,5652.099609,95.181,5652.099609,99.489,,,,
5652.46582,91.477,5652.46582,95.185,5652.46582,99.495,,,,
5652.832031,91.48,5652.832031,95.189,5652.832031,99.501,,,,
5653.198242,91.483,5653.198242,95.193,5653.198242,99.507,,,,
5653.564453,91.486,5653.564453,95.197,5653.564453,99.513,,,,
5653.930664,91.49,5653.930664,95.2,5653.930664,99.518,,,,
5654.296875,91.493,5654.296875,95.204,5654.296875,99.524,,,,
5654.663086,91.496,5654.663086,95.208,5654.663086,99.53,,,,
5655.029297,91.5,5655.029297,95.212,5655.029297,99.536,,,,
5655.395508,91.503,5655.395508,95.216,5655.395508,99.541,,,,
5655.761719,91.506,5655.761719,95.22,5655.761719,99.547,,,,
5656.12793,91.51,5656.12793,95.224,5656.12793,99.553,,,,
5656.494141,91.513,5656.494141,95.227,5656.494141,99.559,,,,
5656.860352,91.516,5656.860352,95.231,5656.860352,99.565,,,,
5657.226562,91.52,5657.226562,95.235,5657.226562,99.57,,,,
5657.592773,91.523,5657.592773,95.239,5657.592773,99.576,,,,
5657.958984,91.526,5657.958984,95.243,5657.958984,99.582,,,,
5658.325195,91.53,5658.325195,95.247,5658.325195,99.588,,,,
5658.691406,91.533,5658.691406,95.25,5658.691406,99.594,,,,
5659.057617,91.536,5659.057617,95.254,5659.057617,99.6,,,,
5659.423828,91.54,5659.423828,95.258,5659.423828,99.605,,,,
5659.790039,91.543,5659.790039,95.262,5659.790039,99.611,,,,
5660.15625,91.546,5660.15625,95.266,5660.15625,99.617,,,,
5660.522461,91.55,5660.522461,95.27,5660.522461,99.623,,,,
5660.888672,91.553,5660.888672,95.274,5660.888672,99.629,,,,
5661.254883,91.556,5661.254883,95.277,5661.254883,99.634,,,,
5661.621094,91.56,5661.621094,95.281,5661.621094,99.64,,,,
5661.987305,91.563,5661.987305,95.285,5661.987305,99.646,,,,
5662.353516,91.566,5662.353516,95.289,5662.353516,99.652,,,,
5662.719727,91.57,5662.719727,95.293,5662.719727,99.658,,,,
5663.085938,91.573,5663.085938,95.297,5663.085938,99.664,,,,
5663.452148,91.576,5663.452148,95.301,5663.452148,99.669,,,,
5663.818359,91.58,5663.818359,95.305,5663.818359,99.675,,,,
5664.18457,91.583,5664.18457,95.308,5664.18457,99.681,,,,
5664.550781,91.586,5664.550781,95.312,5664.550781,99.687,,,,
5664.916992,91.59,5664.916992,95.316,5664.916992,99.693,,,,
5665.283203,91.593,5665.283203,95.32,5665.283203,99.699,,,,
5665.649414,91.596,5665.649414,95.324,5665.649414,99.704,,,,
5666.015625,91.6,5666.015625,95.328,5666.015625,99.71,,,,
5666.381836,91.603,5666.381836,95.332,5666.381836,99.716,,,,
5666.748047,91.606,5666.748047,95.336,5666.748047,99.722,,,,
5667.114258,91.61,5667.114258,95.339,5667.114258,99.728,,,,
5667.480469,91.613,5667.480469,95.343,5667.480469,99.734,,,,
5667.84668,91.617,5667.84668,95.347,5667.84668,99.74,,,,
5668.212891,91.62,5668.212891,95.351,5668.212891,99.745,,,,
5668.579102,91.623,5668.579102,95.355,5668.579102,99.751,,,,
5668.945312,91.627,5668.945312,95.359,5668.945312,99.757,,,,
5669.311523,91.63,5669.311523,95.363,5669.311523,99.763,,,,
5669.677734,91.633,5669.677734,95.367,5669.677734,99.769,,,,
5670.043945,91.637,5670.043945,95.371,5670.043945,99.775,,,,
5670.410156,91.64,5670.410156,95.374,5670.410156,99.781,,,,
5670.776367,91.643,5670.776367,95.378,5670.776367,99.787,,,,
5671.142578,91.647,5671.142578,95.382,5671.142578,99.792,,,,
5671.508789,91.65,5671.508789,95.386,5671.508789,99.798,,,,
5671.875,91.653,5671.875,95.39,5671.875,99.804,,,,
5672.241211,91.657,5672.241211,95.394,5672.241211,99.81,,,,
5672.607422,91.66,5672.607422,95.398,5672.607422,99.816,,,,
5672.973633,91.664,5672.973633,95.402,5672.973633,99.822,,,,
5673.339844,91.667,5673.339844,95.406,5673.339844,99.828,,,,
5673.706055,91.67,5673.706055,95.409,5673.706055,99.834,,,,
5674.072266,91.674,5674.072266,95.413,5674.072266,99.839,,,,
5674.438477,91.677,5674.438477,95.417,5674.438477,99.845,,,,
5674.804688,91.68,5674.804688,95.421,5674.804688,99.851,,,,
5675.170898,91.684,5675.170898,95.425,5675.170898,99.857,,,,
5675.537109,91.687,5675.537109,95.429,5675.537109,99.863,,,,
5675.90332,91.691,5675.90332,95.433,5675.90332,99.869,,,,
5676.269531,91.694,5676.269531,95.437,5676.269531,99.875,,,,
5676.635742,91.697,5676.635742,95.441,5676.635742,99.881,,,,
5677.001953,91.701,5677.001953,95.445,5677.001953,99.887,,,,
5677.368164,91.704,5677.368164,95.449,5677.368164,99.893,,,,
5677.734375,91.707,5677.734375,95.453,5677.734375,99.898,,,,
5678.100586,91.711,5678.100586,95.456,5678.100586,99.904,,,,
5678.466797,91.714,5678.466797,95.46,5678.466797,99.91,,,,
5678.833008,91.718,5678.833008,95.464,5678.833008,99.916,,,,
5679.199219,91.721,5679.199219,95.468,5679.199219,99.922,,,,
5679.56543,91.724,5679.56543,95.472,5679.56543,99.928,,,,
5679.931641,91.728,5679.931641,95.476,5679.931641,99.934,,,,
5680.297852,91.731,5680.297852,95.48,5680.297852,99.94,,,,
5680.664062,91.734,5680.664062,95.484,5680.664062,99.946,,,,
5681.030273,91.738,5681.030273,95.488,5681.030273,99.952,,,,
5681.396484,91.741,5681.396484,95.492,5681.396484,99.958,,,,
5681.762695,91.745,5681.762695,95.496,5681.762695,99.964,,,,
5682.128906,91.748,5682.128906,95.5,5682.128906,99.97,,,,
5682.495117,91.751,5682.495117,95.504,5682.495117,99.976,,,,
5682.861328,91.755,5682.861328,95.507,5682.861328,99.981,,,,
5683.227539,91.758,5683.227539,95.511,5683.227539,99.987,,,,
5683.59375,91.762,5683.59375,95.515,5683.59375,99.993,,,,
5683.959961,91.765,5683.959961,95.519,5683.959961,99.999,,,,
5684.326172,91.768,5684.326172,95.523,5684.326172,100.005,,,,
5684.692383,91.772,5684.692383,95.527,5684.692383,100.011,,,,
5685.058594,91.775,5685.058594,95.531,5685.058594,100.017,,,,
5685.424805,91.779,5685.424805,95.535,5685.424805,100.023,,,,
5685.791016,91.782,5685.791016,95.539,5685.791016,100.029,,,,
5686.157227,91.785,5686.157227,95.543,5686.157227,100.035,,,,
5686.523438,91.789,5686.523438,95.547,5686.523438,100.041,,,,
5686.889648,91.792,5686.889648,95.551,5686.889648,100.047,,,,
5687.255859,91.795,5687.255859,95.555,5687.255859,100.053,,,,
5687.62207,91.799,5687.62207,95.559,5687.62207,100.059,,,,
5687.988281,91.802,5687.988281,95.563,5687.988281,100.065,,,,
5688.354492,91.806,5688.354492,95.567,5688.354492,100.071,,,,
5688.720703,91.809,5688.720703,95.571,5688.720703,100.077,,,,
5689.086914,91.813,5689.086914,95.575,5689.086914,100.083,,,,
5689.453125,91.816,5689.453125,95.579,5689.453125,100.089,,,,
5689.819336,91.819,5689.819336,95.582,5689.819336,100.095,,,,
5690.185547,91.823,5690.185547,95.586,5690.185547,100.101,,,,
5690.551758,91.826,5690.551758,95.59,5690.551758,100.107,,,,
5690.917969,91.83,5690.917969,95.594,5690.917969,100.113,,,,
5691.28418,91.833,5691.28418,95.598,5691.28418,100.119,,,,
5691.650391,91.836,5691.650391,95.602,5691.650391,100.125,,,,
5692.016602,91.84,5692.016602,95.606,5692.016602,100.131,,,,
5692.382812,91.843,5692.382812,95.61,5692.382812,100.137,,,,
5692.749023,91.847,5692.749023,95.614,5692.749023,100.143,,,,
5693.115234,91.85,5693.115234,95.618,5693.115234,100.149,,,,
5693.481445,91.853,5693.481445,95.622,5693.481445,100.155,,,,
5693.847656,91.857,5693.847656,95.626,5693.847656,100.161,,,,
5694.213867,91.86,5694.213867,95.63,5694.213867,100.167,,,,
5694.580078,91.864,5694.580078,95.634,5694.580078,100.173,,,,
5694.946289,91.867,5694.946289,95.638,5694.946289,100.179,,,,
5695.3125,91.871,5695.3125,95.642,5695.3125,100.185,,,,
5695.678711,91.874,5695.678711,95.646,5695.678711,100.191,,,,
5696.044922,91.877,5696.044922,95.65,5696.044922,100.197,,,,
5696.411133,91.881,5696.411133,95.654,5696.411133,100.203,,,,
5696.777344,91.884,5696.777344,95.658,5696.777344,100.209,,,,
5697.143555,91.888,5697.143555,95.662,5697.143555,100.215,,,,
5697.509766,91.891,5697.509766,95.666,5697.509766,100.221,,,,
5697.875977,91.894,5697.875977,95.67,5697.875977,100.227,,,,
5698.242188,91.898,5698.242188,95.674,5698.242188,100.233,,,,
5698.608398,91.901,5698.608398,95.678,5698.608398,100.239,,,,
5698.974609,91.905,5698.974609,95.682,5698.974609,100.245,,,,
5699.34082,91.908,5699.34082,95.686,5699.34082,100.251,,,,
5699.707031,91.912,5699.707031,95.69,5699.707031,100.257,,,,
5700.073242,91.915,5700.073242,95.694,5700.073242,100.263,,,,
5700.439453,91.918,5700.439453,95.698,5700.439453,100.269,,,,
5700.805664,91.922,5700.805664,95.702,5700.805664,100.275,,,,
5701.171875,91.925,5701.171875,95.706,5701.171875,100.281,,,,
5701.538086,91.929,5701.538086,95.71,5701.538086,100.287,,,,
5701.904297,91.932,5701.904297,95.714,5701.904297,100.293,,,,
5702.270508,91.936,5702.270508,95.718,5702.270508,100.299,,,,
5702.636719,91.939,5702.636719,95.722,5702.636719,100.305,,,,
5703.00293,91.943,5703.00293,95.726,5703.00293,100.311,,,,
5703.369141,91.946,5703.369141,95.73,5703.369141,100.317,,,,
5703.735352,91.949,5703.735352,95.734,5703.735352,100.323,,,,
5704.101562,91.953,5704.101562,95.738,5704.101562,100.329,,,,
5704.467773,91.956,5704.467773,95.742,5704.467773,100.335,,,,
5704.833984,91.96,5704.833984,95.746,5704.833984,100.341,,,,
5705.200195,91.963,5705.200195,95.75,5705.200195,100.347,,,,
5705.566406,91.967,5705.566406,95.754,5705.566406,100.353,,,,
5705.932617,91.97,5705.932617,95.758,5705.932617,100.36,,,,
5706.298828,91.974,5706.298828,95.762,5706.298828,100.366,,,,
5706.665039,91.977,5706.665039,95.766,5706.665039,100.372,,,,
5707.03125,91.98,5707.03125,95.77,5707.03125,100.378,,,,
5707.397461,91.984,5707.397461,95.774,5707.397461,100.384,,,,
5707.763672,91.987,5707.763672,95.778,5707.763672,100.39,,,,
5708.129883,91.991,5708.129883,95.782,5708.129883,100.396,,,,
5708.496094,91.994,5708.496094,95.786,5708.496094,100.402,,,,
5708.862305,91.998,5708.862305,95.79,5708.862305,100.408,,,,
5709.228516,92.001,5709.228516,95.794,5709.228516,100.414,,,,
5709.594727,92.005,5709.594727,95.798,5709.594727,100.42,,,,
5709.960938,92.008,5709.960938,95.802,5709.960938,100.426,,,,
5710.327148,92.012,5710.327148,95.806,5710.327148,100.432,,,,
5710.693359,92.015,5710.693359,95.81,5710.693359,100.438,,,,
5711.05957,92.018,5711.05957,95.814,5711.05957,100.445,,,,
5711.425781,92.022,5711.425781,95.818,5711.425781,100.451,,,,
5711.791992,92.025,5711.791992,95.822,5711.791992,100.457,,,,
5712.158203,92.029,5712.158203,95.826,5712.158203,100.463,,,,
5712.524414,92.032,5712.524414,95.83,5712.524414,100.469,,,,
5712.890625,92.036,5712.890625,95.834,5712.890625,100.475,,,,
5713.256836,92.039,5713.256836,95.838,5713.256836,100.481,,,,
5713.623047,92.043,5713.623047,95.842,5713.623047,100.487,,,,
5713.989258,92.046,5713.989258,95.846,5713.989258,100.493,,,,
5714.355469,92.05,5714.355469,95.85,5714.355469,100.499,,,,
5714.72168,92.053,5714.72168,95.855,5714.72168,100.506,,,,
5715.087891,92.057,5715.087891,95.859,5715.087891,100.512,,,,
5715.454102,92.06,5715.454102,95.863,5715.454102,100.518,,,,
5715.820312,92.063,5715.820312,95.867,5715.820312,100.524,,,,
5716.186523,92.067,5716.186523,95.871,5716.186523,100.53,,,,
5716.552734,92.07,5716.552734,95.875,5716.552734,100.536,,,,
5716.918945,92.074,5716.918945,95.879,5716.918945,100.542,,,,
5717.285156,92.077,5717.285156,95.883,5717.285156,100.548,,,,
5717.651367,92.081,5717.651367,95.887,5717.651367,100.554,,,,
5718.017578,92.084,5718.017578,95.891,5718.017578,100.561,,,,
5718.383789,92.088,5718.383789,95.895,5718.383789,100.567,,,,
5718.75,92.091,5718.75,95.899,5718.75,100.573,,,,
5719.116211,92.095,5719.116211,95.903,5719.116211,100.579,,,,
5719.482422,92.098,5719.482422,95.907,5719.482422,100.585,,,,
5719.848633,92.102,5719.848633,95.911,5719.848633,100.591,,,,
5720.214844,92.105,5720.214844,95.915,5720.214844,100.597,,,,
5720.581055,92.109,5720.581055,95.919,5720.581055,100.604,,,,
5720.947266,92.112,5720.947266,95.923,5720.947266,100.61,,,,
5721.313477,92.116,5721.313477,95.927,5721.313477,100.616,,,,
5721.679688,92.119,5721.679688,95.932,5721.679688,100.622,,,,
5722.045898,92.123,5722.045898,95.936,5722.045898,100.628,,,,
5722.412109,92.126,5722.412109,95.94,5722.412109,100.634,,,,
5722.77832,92.13,5722.77832,95.944,5722.77832,100.64,,,,
5723.144531,92.133,5723.144531,95.948,5723.144531,100.647,,,,
5723.510742,92.137,5723.510742,95.952,5723.510742,100.653,,,,
5723.876953,92.14,5723.876953,95.956,5723.876953,100.659,,,,
5724.243164,92.144,5724.243164,95.96,5724.243164,100.665,,,,
5724.609375,92.147,5724.609375,95.964,5724.609375,100.671,,,,
5724.975586,92.151,5724.975586,95.968,5724.975586,100.677,,,,
5725.341797,92.154,5725.341797,95.972,5725.341797,100.684,,,,
5725.708008,92.158,5725.708008,95.976,5725.708008,100.69,,,,
5726.074219,92.161,5726.074219,95.98,5726.074219,100.696,,,,
5726.44043,92.165,5726.44043,95.984,5726.44043,100.702,,,,
5726.806641,92.168,5726.806641,95.989,5726.806641,100.708,,,,
5727.172852,92.172,5727.172852,95.993,5727.172852,100.714,,,,
5727.539062,92.175,5727.539062,95.997,5727.539062,100.721,,,,
5727.905273,92.179,5727.905273,96.001,5727.905273,100.727,,,,
5728.271484,92.182,5728.271484,96.005,5728.271484,100.733,,,,
5728.637695,92.186,5728.637695,96.009,5728.637695,100.739,,,,
5729.003906,92.189,5729.003906,96.013,5729.003906,100.745,,,,
5729.370117,92.193,5729.370117,96.017,5729.370117,100.751,,,,
5729.736328,92.196,5729.736328,96.021,5729.736328,100.758,,,,
5730.102539,92.2,5730.102539,96.025,5730.102539,100.764,,,,
5730.46875,92.203,5730.46875,96.029,5730.46875,100.77,,,,
5730.834961,92.207,5730.834961,96.034,5730.834961,100.776,,,,
5731.201172,92.21,5731.201172,96.038,5731.201172,100.782,,,,
5731.567383,92.214,5731.567383,96.042,5731.567383,100.789,,,,
5731.933594,92.217,5731.933594,96.046,5731.933594,100.795,,,,
5732.299805,92.221,5732.299805,96.05,5732.299805,100.801,,,,
5732.666016,92.224,5732.666016,96.054,5732.666016,100.807,,,,
5733.032227,92.228,5733.032227,96.058,5733.032227,100.813,,,,
5733.398438,92.231,5733.398438,96.062,5733.398438,100.82,,,,
5733.764648,92.235,5733.764648,96.066,5733.764648,100.826,,,,
5734.130859,92.238,5734.130859,96.07,5734.130859,100.832,,,,
5734.49707,92.242,5734.49707,96.075,5734.49707,100.838,,,,
5734.863281,92.245,5734.863281,96.079,5734.863281,100.844,,,,
5735.229492,92.249,5735.229492,96.083,5735.229492,100.851,,,,
5735.595703,92.252,5735.595703,96.087,5735.595703,100.857,,,,
5735.961914,92.256,5735.961914,96.091,5735.961914,100.863,,,,
5736.328125,92.259,5736.328125,96.095,5736.328125,100.869,,,,
5736.694336,92.263,5736.694336,96.099,5736.694336,100.876,,,,
5737.060547,92.266,5737.060547,96.103,5737.060547,100.882,,,,
5737.426758,92.27,5737.426758,96.107,5737.426758,100.888,,,,
5737.792969,92.273,5737.792969,96.112,5737.792969,100.894,,,,
5738.15918,92.277,5738.15918,96.116,5738.15918,100.9,,,,
5738.525391,92.28,5738.525391,96.12,5738.525391,100.907,,,,
5738.891602,92.284,5738.891602,96.124,5738.891602,100.913,,,,
5739.257812,92.288,5739.257812,96.128,5739.257812,100.919,,,,
5739.624023,92.291,5739.624023,96.132,5739.624023,100.925,,,,
5739.990234,92.295,5739.990234,96.136,5739.990234,100.932,,,,
5740.356445,92.298,5740.356445,96.14,5740.356445,100.938,,,,
5740.722656,92.302,5740.722656,96.145,5740.722656,100.944,,,,
5741.088867,92.305,5741.088867,96.149,5741.088867,100.95,,,,
5741.455078,92.309,5741.455078,96.153,5741.455078,100.957,,,,
5741.821289,92.312,5741.821289,96.157,5741.821289,100.963,,,,
5742.1875,92.316,5742.1875,96.161,5742.1875,100.969,,,,
5742.553711,92.319,5742.553711,96.165,5742.553711,100.975,,,,
5742.919922,92.323,5742.919922,96.169,5742.919922,100.982,,,,
5743.286133,92.326,5743.286133,96.173,5743.286133,100.988,,,,
5743.652344,92.33,5743.652344,96.178,5743.652344,100.994,,,,
5744.018555,92.334,5744.018555,96.182,5744.018555,101,,,,
5744.384766,92.337,5744.384766,96.186,5744.384766,101.007,,,,
5744.750977,92.341,5744.750977,96.19,5744.750977,101.013,,,,
5745.117188,92.344,5745.117188,96.194,5745.117188,101.019,,,,
5745.483398,92.348,5745.483398,96.198,5745.483398,101.026,,,,
5745.849609,92.351,5745.849609,96.202,5745.849609,101.032,,,,
5746.21582,92.355,5746.21582,96.207,5746.21582,101.038,,,,
5746.582031,92.358,5746.582031,96.211,5746.582031,101.044,,,,
5746.948242,92.362,5746.948242,96.215,5746.948242,101.051,,,,
5747.314453,92.365,5747.314453,96.219,5747.314453,101.057,,,,
5747.680664,92.369,5747.680664,96.223,5747.680664,101.063,,,,
5748.046875,92.373,5748.046875,96.227,5748.046875,101.069,,,,
5748.413086,92.376,5748.413086,96.231,5748.413086,101.076,,,,
5748.779297,92.38,5748.779297,96.236,5748.779297,101.082,,,,
5749.145508,92.383,5749.145508,96.24,5749.145508,101.088,,,,
5749.511719,92.387,5749.511719,96.244,5749.511719,101.095,,,,
5749.87793,92.39,5749.87793,96.248,5749.87793,101.101,,,,
5750.244141,92.394,5750.244141,96.252,5750.244141,101.107,,,,
5750.610352,92.398,5750.610352,96.256,5750.610352,101.114,,,,
5750.976562,92.401,5750.976562,96.261,5750.976562,101.12,,,,
5751.342773,92.405,5751.342773,96.265,5751.342773,101.126,,,,
5751.708984,92.408,5751.708984,96.269,5751.708984,101.132,,,,
5752.075195,92.412,5752.075195,96.273,5752.075195,101.139,,,,
5752.441406,92.415,5752.441406,96.277,5752.441406,101.145,,,,
5752.807617,92.419,5752.807617,96.281,5752.807617,101.151,,,,
5753.173828,92.422,5753.173828,96.286,5753.173828,101.158,,,,
5753.540039,92.426,5753.540039,96.29,5753.540039,101.164,,,,
5753.90625,92.43,5753.90625,96.294,5753.90625,101.17,,,,
5754.272461,92.433,5754.272461,96.298,5754.272461,101.177,,,,
5754.638672,92.437,5754.638672,96.302,5754.638672,101.183,,,,
5755.004883,92.44,5755.004883,96.306,5755.004883,101.189,,,,
5755.371094,92.444,5755.371094,96.311,5755.371094,101.196,,,,
5755.737305,92.447,5755.737305,96.315,5755.737305,101.202,,,,
5756.103516,92.451,5756.103516,96.319,5756.103516,101.208,,,,
5756.469727,92.455,5756.469727,96.323,5756.469727,101.215,,,,
5756.835938,92.458,5756.835938,96.327,5756.835938,101.221,,,,
5757.202148,92.462,5757.202148,96.332,5757.202148,101.227,,,,
5757.568359,92.465,5757.568359,96.336,5757.568359,101.234,,,,
